Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_warning_startDeclinePoint_cor,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope1,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_reachMaximum_cor
1,WT,500,SCV031,24,1.99701536550187e-15,3.59149247457739e-15,1.59447710907552e-15,1,3.59149247457739e-15,0.05,FALSE,1.59447710907552e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,WT,500,SCV031,24,1.29966439616866e-15,3.06976757964119e-15,1.77010318347253e-15,2,3.06976757964119e-15,0.05,FALSE,1.77010318347253e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WT,500,SCV031,24,1.53302250471897e-15,2.91413496198598e-15,1.38111245726701e-15,3,2.91413496198598e-15,0.05,FALSE,1.38111245726701e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,WT,500,SCV031,24,2.3886810316937e-15,3.83480823307298e-15,1.44612720137928e-15,4,3.83480823307298e-15,0.05,FALSE,1.44612720137928e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,WT,500,SCV031,24,1.55319192918483e-15,2.09855072,2.09855072,5,2.09855072,0.05,TRUE,2.09855072,0.1,TRUE,1c_5a_5b_6,ambiguous,0.78524604064973,0.0243081825129661,32.3037742632909,2.82045241978899e-30,11.3943400817683,2.06575293667919,5.51582906138103,2.2619334768275e-06,0.286898253249845,0.0162562905621669,17.6484452066537,1.76444121663664e-20,0.441742510024131,37.417550207613,-66.8351004152261,-59.7902999524518,TRUE,0.355438197311014,65.5688397342758,0.263911060804967,1,TRUE,1.64787864398264,0.474764170073679,6.88555807799628,5,4,20,24,NA,1.64787864398264,6.88555807799628,0.82393932199132,0.19558843419814,8.4252356267307,2.67294026463093,0,11.0981758913616,1.64787864398264,0.760319567268996,3687.51314877226,0.000206187622008111,0.999836593780308,0.783417561000652,0.0588307261556103,13.3164693382922,1.09779094445924e-15,11.5360344106343,3.08392195670577,3.74070244726849,0.000620517852992414,0.286692444013655,0.0379436397257688,7.5557444168687,5.22016124868861e-09,0.01,92.7097005256917,0.000107863577848888,0.999914516790968,0.63,1853091.42572908,3.39972432688868e-07,0.999999730567675,0.442542526777622,37.3786478985679,-60.7572957971357,-48.4288949872808,TRUE,0.919344391906634,0.586506876256317,13.5824523772462,0.378803877490573,51.8951020011585,0.550000367865432,1,TRUE,0.760319567268996,1.64404148669856,0.480668100443096,6.88061865632772,0.000416666666666667,15.12,5,2,13,500,22.9897540466091,1.64404148669856,6.86489155140967,0.822021651055593,2660.71694013645,1.44701919907673,0.19813580307837,-6.15825760756176e-05,1.24999691173893,8.29754875774918,2.71611717253508,0,11.0136659302843,1.64404148669856,6398.63740801921,22.9897540466091,TRUE,1.64404148669856,5860.03564414605,1.24999691173893,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-66.8351004152261,TRUE,-60.7572957971357,TRUE,22.9897540466091,24,TRUE,0.999704138678086,0.85,TRUE,0.999989511873797,0.75,FALSE,2.67294026463093,TRUE,2.71611717253508,TRUE,0.0603940016864304,0.05,FALSE,0.0583740156913982,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,WT,500,SCV031,24,1.23126938001253e-15,2.64758489863481e-15,1.41631551862229e-15,6,2.64758489863481e-15,0.05,FALSE,1.41631551862229e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,WT,500,SCV031,24,2.2127777238423e-15,2.197167643,2.197167643,7,2.197167643,0.05,TRUE,2.197167643,0.1,TRUE,1c_8_9,double_sigmoidal,0.664031621978843,0.0257841507773441,25.753480411785,1.61956262884772e-26,16.4301347942599,4.07828203580766,4.02869018130721,0.000243873029475788,0.337077172616782,0.0172516651948795,19.5388195173665,4.55549457365661e-22,0.573494284129079,31.8056027054198,-55.6112054108396,-48.5664049480654,TRUE,1,1,0.33,1,TRUE,1.45898879374072,0.684588949760829,8.08985214280278,7,1,20,22,NA,1.45898879374072,8.08985214280278,0.729494396870361,0.249701901504945,5.84292224026908,5.16839102266824,0,11.0113132629373,1.45898879374072,0.711504983454095,0.0502910563800608,14.1477438468799,1.67190735375058e-16,0.772732125829033,0.0333130585607336,23.196072627803,1.21801654828729e-23,12.6679045592531,2.22886659230092,5.68356338733386,1.68469336190959e-06,0.370276474952774,0.0165428863006026,22.3828217291977,4.18752544588225e-23,180,519.098130690322,0.346755245989091,0.730739650438909,0.424566496503908,0.0217557188790298,19.5151674309023,4.53916523205274e-21,0.329728823368351,43.7053668183691,-73.4107336367382,-61.0823328268832,TRUE,0.070296325488016,1.33454276612028,28.4761951716733,0.483176236576401,137.734841336492,0.167769267847761,1,TRUE,0.711504983454095,1.69782202357816,0.527829356635546,8.88663539886658,7.5,10.1895959160938,7,5,20,58,18.0748279123375,1.69782202357816,8.85514673086721,0.848912503856005,19.0772277359414,1.45291560717848,0.225902275893808,-0.921238501187342,1.20800883079397,7.51573669127737,5.09727838522852,0,12.6130150765059,1.69782202357816,0.531689885032903,18.811382793425,NA,1.69782202357816,19.3430726784579,1.20800883079397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-55.6112054108396,TRUE,-73.4107336367382,TRUE,18.0748279123375,24,TRUE,0.999981392205764,0.85,TRUE,0.711504983454095,0.75,TRUE,5.16839102266824,TRUE,5.09727838522852,TRUE,0.00571645977080692,0.05,TRUE,0.0155752337327843,TRUE,18.0748279123375,1.69782202357816,8.85514673086721,0.848912503856005,19.0772277359414,1.45291560717848,0.225902275893808,-0.921238501187342,1.20800883079397,7.51573669127737,5.09727838522852,0,12.6130150765059,1.69782202357816,0.531689885032903,18.811382793425,1.69782202357816,19.3430726784579,1.20800883079397,NA
8,WT,500,SCV031,24,1.95642677739728e-15,3.220552569,3.220552569,8,3.220552569,0.05,TRUE,3.220552569,0.1,TRUE,1c_3a_8,double_sigmoidal,0.504284323237774,0.0498976976935582,10.1063645528254,1.42217211234734e-12,99.7808351636376,166.794256501463,0.598227044842893,0.553060942321022,0.325498025307178,0.0199875781328097,16.2850157805197,2.99650142062376e-19,3.10306094762951,-4.49491851639756,16.9898370327951,24.0346374955694,TRUE,1.34330693213269,97.5605257129436,0.226645513640251,1,TRUE,1.62407417270984,4.1575347984849,7.81195260737227,8,3,20,31,NA,1.62407417270984,7.81195260737227,0.812037086354919,1.68803622209043,0.962108603747031,7.33089830549875,0,8.29300690924578,1.62407417270984,0.216942610903038,0.0317335453512943,6.83638113868011,4.68762085039388e-08,0.791228090922737,0.0233187520559222,33.9309791975677,1.76578996910338e-29,66.2168306397803,19.2234949310414,3.44457815175199,0.00143793598517916,0.340406509936413,0.00502538813054744,67.737357014717,2.10434522606001e-40,180,154.244804280041,1.16697609906651,0.250686249265473,0.372112186680136,0.00695642561547147,53.4918659738902,1.20063307733194e-36,0.287827135279283,46.627442440835,-79.2548848816701,-66.9264840718151,TRUE,0.748711391119286,0.572978567518294,143.166154196078,0.336397707681171,52.096894538335,0.21797971890308,1,TRUE,0.216942610903038,2.54819166088619,2.75903460999085,8.16975623847392,7.5,8.93069248032327,8,4,20,62,14.6009916349079,2.54819166088619,8.16975541050581,1.27409440944461,17.1004511660076,1.55049237741315,1.75763729352944,-3.74133817921766,0.552811351993999,1.44978242682213,7.44486419709475,0,8.89464662391688,2.54819166088619,0.533333319071796,16.8337845064717,NA,2.54819166088619,17.3671178255435,0.552811351993999,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,16.9898370327951,FALSE,-79.2548848816701,TRUE,14.6009916349079,24,TRUE,1,0.85,TRUE,0.216942610903038,0.75,TRUE,7.33089830549875,TRUE,7.44486419709475,TRUE,1.27464079078547e-14,0.05,TRUE,4.13958149492752e-10,TRUE,14.6009916349079,2.54819166088619,8.16975541050581,1.27409440944461,17.1004511660076,1.55049237741315,1.75763729352944,-3.74133817921766,0.552811351993999,1.44978242682213,7.44486419709475,0,8.89464662391688,2.54819166088619,0.533333319071796,16.8337845064717,2.54819166088619,17.3671178255435,0.552811351993999,NA
9,WT,500,SCV031,24,6.85006726480089e-16,2.58420513408259e-15,1.8991984076025e-15,9,2.58420513408259e-15,0.05,FALSE,1.8991984076025e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,WT,500,SCV031,24,1.56035396393389e-15,3.22336308151018e-15,1.66300911757629e-15,10,3.22336308151018e-15,0.05,FALSE,1.66300911757629e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
