Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope1,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_reachMaximum_cor,DSM_warning_startDeclinePoint_cor
563,WT,500,SCV032,24,1.39673191878479e-15,1.05048566,1.05048566,563,1.05048566,0.3,TRUE,1.05048566,0.1,TRUE,1c_8_9,double_sigmoidal,0.662649326541933,0.0191834396612027,34.5427795142547,2.11599269986216e-31,71.85064499034,29.6329635176888,2.42468644580385,0.0199317257037845,0.363523515371281,0.00657637474105302,55.2771898933899,2.12460684102267e-39,0.421071408236554,38.4479317038712,-68.8958634077425,-61.8510629449682,TRUE,0.585203636437654,128.671689171453,0.697193946605548,1,TRUE,0.696103615140958,2.9937768745975,8.72456436891074,563,5,20,23,NA,0.696103615140958,8.72456436891074,0.348051807570479,0.52099472633318,1.33610491614803,8.05651191083673,0,9.39261682698476,0.696103615140958,0.647662920856524,0.0561606510490757,11.5323257255435,8.20055362848893e-14,0.768191645033524,0.0200957864329053,38.2265032323229,2.41764559907783e-31,47.2325360369817,8.43890908558821,5.59699548341437,2.20684319414214e-06,0.373082567269737,0.00442880009082495,84.240101069959,6.94588518917181e-44,18.8064102873542,8.97859030588643,2.09458385410732,0.0431136603383912,0.412607696019175,0.0288877121643987,14.2831558854866,1.23945579225757e-16,0.126017717189485,64.3851000995763,-114.770200199153,-102.441799389298,TRUE,0.931087579345331,1.07426110748202,93.2518394820765,0.879025231320411,107.793084913464,0.474027654586825,1,TRUE,0.647662920856524,0.806974307239528,1.96802233487424,8.95398161447369,0.783600428639758,9.90258470446019,563,5,20,52,12.1097392475218,0.806974307239528,8.94726928752653,0.403487160354275,18.8745000381262,0.664810819257884,0.399524143330591,-0.0560910456905613,0.522647336882923,2.01983865233343,7.93734996135982,0,9.95718861369325,0.806974307239528,5.06902602467349,16.3399870257895,0.806974307239528,21.409013050463,0.522647336882923,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-68.8958634077425,TRUE,-114.770200199153,TRUE,12.1097392475218,24,TRUE,1,0.85,TRUE,0.653857231982274,0.75,TRUE,8.05651191083673,TRUE,7.93734996135982,TRUE,3.15618907202565e-12,0.05,TRUE,1.80693527313898e-08,TRUE,12.1097392475218,0.806974307239528,8.94726928752653,0.403487160354275,18.8745000381262,0.664810819257884,0.399524143330591,-0.0560910456905613,0.522647336882923,2.01983865233343,7.93734996135982,0,9.95718861369325,0.806974307239528,5.06902602467349,16.3399870257895,0.806974307239528,21.409013050463,0.522647336882923,NA,NA
564,WT,500,SCV032,24,1.63706951456144e-15,3.33062624370214e-15,1.69355672914069e-15,564,3.33062624370214e-15,0.3,FALSE,1.69355672914069e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,WT,500,SCV032,24,2.14687911614776e-15,2.479736886,2.479736886,565,2.479736886,0.3,TRUE,2.479736886,0.1,TRUE,1c_8_9,double_sigmoidal,0.67136081229152,0.0264583506955969,25.3742502703786,2.83526679704506e-26,56.1531120659994,27.576867773421,2.03623966751295,0.0483849748827349,0.371546293312634,0.00998128815933939,37.2242828161395,1.16154494350644e-32,0.771026820998462,25.4421361124482,-42.8842722248965,-35.8394717621222,TRUE,1.33016408421099,173.407898066607,0.0770844997651875,1,TRUE,1.6647981700542,2.33971300274997,8.91711103950322,565,4,20,26,NA,1.6647981700542,8.91711103950322,0.832399085027102,0.973787481357546,1.70961139049901,8.06230534425372,0,9.77191673475273,1.6647981700542,0.547683632342095,0.0186588682468112,29.3524572389697,3.12326916236388e-27,0.913230656656945,0.016026045053645,56.9841563280293,1.18860478870464e-37,30.3704904826611,2.84855825610126,10.6617059411059,7.77445183239108e-13,0.398629116101274,0.004704121547489,84.7403945831411,5.58542668707605e-44,20.0722281562622,3.92224788056935,5.11753177449573,9.80494249309079e-06,0.274024823684679,0.0147053853968546,18.6343177203157,2.14952745498232e-20,0.0476766943896014,85.2826661952804,-156.565332390561,-144.236931580706,TRUE,0.483549293130636,1.03032189644873,157.127509757869,0.300998104801401,20.4169392811717,0.0515288498811424,1,TRUE,0.547683632342095,2.26457174473823,1.26543710344421,9.56709878643058,0.836342839844257,6.57659576843229,565,5,20,56,12.388335773606,2.26457174473823,9.46548249658416,1.13228457493329,16.3054030492851,1.75242030794542,0.758875346333158,-0.228499093753628,1.24026887885751,2.98411558061612,7.9734247062761,0,10.9575402868922,2.26457174473823,4.48274366893176,14.0640312148192,2.26457174473823,18.546774883751,1.24026887885751,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-42.8842722248965,TRUE,-156.565332390561,TRUE,12.388335773606,24,TRUE,1,0.85,TRUE,0.548362398603329,0.75,TRUE,8.06230534425372,TRUE,7.9734247062761,TRUE,1.44699513698118e-09,0.05,TRUE,1.34157861609642e-05,TRUE,12.388335773606,2.26457174473823,9.46548249658416,1.13228457493329,16.3054030492851,1.75242030794542,0.758875346333158,-0.228499093753628,1.24026887885751,2.98411558061612,7.9734247062761,0,10.9575402868922,2.26457174473823,4.48274366893176,14.0640312148192,2.26457174473823,18.546774883751,1.24026887885751,NA,NA
566,WT,500,SCV032,24,1.72035100613255e-15,2.90340342400596e-15,1.18305241787341e-15,566,2.90340342400596e-15,0.3,FALSE,1.18305241787341e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,WT,500,SCV032,24,1.27245790402405e-15,3.23902856848203e-15,1.96657066445798e-15,567,3.23902856848203e-15,0.3,FALSE,1.96657066445798e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,WT,500,SCV032,24,2.21008617780637e-15,4.01342178222723e-15,1.80333560442086e-15,568,4.01342178222723e-15,0.3,FALSE,1.80333560442086e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,WT,500,SCV032,24,9.46502399698831e-16,2.61764738311525e-15,1.67114498341642e-15,569,2.61764738311525e-15,0.3,FALSE,1.67114498341642e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,WT,500,SCV032,24,1.49087502063252e-15,3.04500560085755e-15,1.55413058022503e-15,570,3.04500560085755e-15,0.3,FALSE,1.55413058022503e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,WT,500,SCV032,24,1.79901253113523e-15,0.458406318,0.458406317999998,571,0.458406318,0.3,TRUE,0.458406317999998,0.1,TRUE,1c_6_8,sigmoidal,0.913032370106548,0.0125854017747187,72.546938623813,4.47129528477025e-44,22.899048048072,2.42172339192299,9.45568272761689,9.45844085538915e-12,0.349533044720863,0.00531003161368987,65.8250402539464,2.11754951247091e-42,0.152319330556885,60.3096317725449,-112.61926354509,-105.574463082315,TRUE,1.15905496291816,84.5589268841641,0.399794194609858,1,TRUE,0.418539806995356,0.954127002003002,8.38879307330072,571,4,20,24,NA,0.418539806995356,8.38879307330072,0.209269903497678,0.0998350328168485,4.1923140122885,6.29263606715647,0,10.484950079445,0.418539806995356,0.820380076303103,0.067396003853289,12.1725329307201,1.66809686688512e-14,0.925195797004668,0.0122798939620711,75.3423278623025,4.22018300777552e-42,22.226256323543,2.08536603593406,10.6582038551269,7.84666145137631e-13,0.351367721726148,0.00486382677276625,72.2410024332161,1.9784782286835e-41,180,351.019261684801,0.512792372521231,0.611144653076828,0.623062016715271,0.0133185881177443,46.7813863757201,1.594724715157e-34,0.115135786646848,66.3267720743574,-118.653544148715,-106.32514333886,TRUE,0.331963756121695,0.90268408767879,171.596417139373,0.698527139336802,128.175510082392,0.618644488768186,1,TRUE,0.820380076303103,0.424115598733985,0.926094013480958,8.43282532142756,7.5,14.9534884011665,571,4,20,160,21.4946894963691,0.424115598733985,8.43282718694349,0.212059311834852,23.3863152152844,0.386025781686585,0.0981933447707454,-0.142837494536419,0.347935987250723,4.31918883834927,6.27323276776885,0,10.5924216061181,0.424115598733985,0.533330633742244,23.1196498984133,0.424115598733985,23.6529805321555,0.347935987250723,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-112.61926354509,TRUE,-118.653544148715,TRUE,21.4946894963691,24,TRUE,0.999999660256326,0.85,TRUE,0.822162949787702,0.75,FALSE,6.29263606715647,TRUE,6.27323276776885,TRUE,0.000139800893473746,0.05,TRUE,0.000172047880779882,TRUE,NA,0.418539806995356,8.38879307330072,0.209269903497678,NA,NA,0.0998350328168485,NA,NA,4.1923140122885,6.29263606715647,0,10.484950079445,0.418539806995356,NA,NA,NA,NA,NA,NA,NA
572,WT,500,SCV032,24,1.55368695856072e-15,3.30379663788714e-15,1.75010967932642e-15,572,3.30379663788714e-15,0.3,FALSE,1.75010967932642e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,WT,500,SCV032,24,9.27113741494715e-16,2.84866424573585e-15,1.92155050424114e-15,573,2.84866424573585e-15,0.3,FALSE,1.92155050424114e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,WT,500,SCV032,24,1.44446265771985e-15,0.174215338,0.174215337999999,574,0.174215338,0.3,FALSE,0.174215337999999,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,WT,500,SCV032,24,1.36350682444405e-15,1.049342626,1.049342626,575,1.049342626,0.3,TRUE,1.049342626,0.1,TRUE,1c_8_9,double_sigmoidal,0.67678915658861,0.0285109355360839,23.7378796543542,3.46896043795298e-25,117.390647808245,105.147847285278,1.11643415285289,0.270898133114816,0.354790865096396,0.00732560248789653,48.4316294369763,3.89812884372816e-37,0.972402815815797,20.4531260869438,-32.9062521738876,-25.8614517111133,TRUE,1.46195335490629,44.5606131507084,0.0783296511368825,1,TRUE,0.710183710823018,4.8912769920102,8.51498076231351,575,4,20,26,NA,0.710183710823018,8.51498076231351,0.355091855411509,0.868426311212263,0.817782351425592,8.10608958660072,0,8.92387193802631,0.710183710823018,0.638388549680567,0.0468149444557117,13.6364265108656,5.27154036507789e-16,0.953948123535591,0.0582802745435228,16.3682846556119,1.5694344800389e-18,58.4670504608711,18.8004800645707,3.10987008098008,0.00359318401159559,0.369403908886112,0.00643632405544741,57.3936156265261,9.14621541037864e-38,180,313.993995172457,0.573259370457506,0.569937117361238,0.156549636484162,0.0136463152442336,11.4719346345391,9.55520133104682e-14,0.486586912380254,35.3387500781459,-56.6775001562919,-44.3490993464369,TRUE,0.511900209356099,1.25001057079062,92.4274467365025,0.74663638740778,139.479084779546,0.0733277903753333,1,TRUE,0.638388549680567,1.00101842901861,2.43612710253629,8.8656938132667,7.5,3.75719127561989,575,4,20,58,11.5884556581285,1.00101842901861,8.86426452764505,0.500509214353975,12.6232962677852,0.820045503121327,0.610713410237329,-0.67977547088908,0.63903870310471,1.63909685334993,8.04471610097008,0,9.68381295432001,1.00101842901861,0.532498952103207,12.3570467917336,1.00101842901861,12.8895457438368,0.63903870310471,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-32.9062521738876,TRUE,-56.6775001562919,TRUE,11.5884556581285,24,TRUE,1,0.85,TRUE,0.638388549680567,0.75,TRUE,8.10608958660072,TRUE,8.04471610097008,TRUE,5.79940706407833e-19,0.05,TRUE,4.18143435535559e-10,TRUE,11.5884556581285,1.00101842901861,8.86426452764505,0.500509214353975,12.6232962677852,0.820045503121327,0.610713410237329,-0.67977547088908,0.63903870310471,1.63909685334993,8.04471610097008,0,9.68381295432001,1.00101842901861,0.532498952103207,12.3570467917336,1.00101842901861,12.8895457438368,0.63903870310471,NA,NA
576,WT,500,SCV032,24,1.89239251202438e-15,3.38674968311563e-15,1.49435717109125e-15,576,3.38674968311563e-15,0.3,FALSE,1.49435717109125e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,WT,500,SCV032,24,2.14214995950926e-15,1.479133119,1.479133119,577,1.479133119,0.3,TRUE,1.479133119,0.1,TRUE,1c_3a_8,double_sigmoidal,0.633408592522609,0.044914225009528,14.1026276728195,4.10570413955164e-17,180,320.117724439097,0.562293138611404,0.577054085975452,0.2642405175159,0.0142312886463172,18.5675748755388,2.87315422708159e-21,2.81313751507492,-2.38601333861482,12.7720266772296,19.8168271400039,TRUE,0.8013332773,27.3685549722938,0.600368436807766,1,TRUE,0.936895627059367,7.5,6.34177242038161,577,5,20,29,NA,0.936895627059367,6.34177242038161,0.468447813529684,1.75667930073631,0.533333333333333,6.07510575371494,0,6.60843908704827,0.936895627059367,0.248612458593546,0.039843513557481,6.23972226332101,2.97558375930862e-07,0.879999325425229,0.0233069836206684,37.7568946607425,3.77730719341397e-31,45.1051063672234,9.53729386540169,4.72934010462345,3.24497111260431e-05,0.281567556903237,0.00538916342692723,52.246988001212,2.83774105437329e-36,30.5462824862053,8.19434405932019,3.72772759662955,0.000644130100516319,0.477359090470126,0.0118630893653254,40.2390200199789,3.78273449382522e-32,0.267718986095872,48.1845198302773,-82.3690396605545,-70.0406388506996,TRUE,0.534412391250953,0.762414919305593,98.5235820083669,0.234101978107355,177.672989297945,0.324552114589605,1,TRUE,0.248612458593546,1.30163614693412,1.87937943196764,6.7576213656777,1.27276177025855,11.456618171283,577,4,20,42,11.5075963786873,1.30163614693412,6.75727099958371,0.650817588234392,18.2147563588985,0.812619583441283,0.611767559099049,-0.31130318211281,0.323602962683521,2.12766454770998,5.69343872572872,0,7.8211032734387,1.30163614693412,3.1417384737692,16.6438871220139,1.30163614693412,19.7856255957831,0.323602962683521,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,12.7720266772296,FALSE,-82.3690396605545,TRUE,11.5075963786873,24,TRUE,1,0.85,TRUE,0.249088487026809,0.75,TRUE,6.07510575371494,TRUE,5.69343872572872,TRUE,2.06640504970991e-21,0.05,TRUE,3.97221534258117e-06,TRUE,11.5075963786873,1.30163614693412,6.75727099958371,0.650817588234392,18.2147563588985,0.812619583441283,0.611767559099049,-0.31130318211281,0.323602962683521,2.12766454770998,5.69343872572872,0,7.8211032734387,1.30163614693412,3.1417384737692,16.6438871220139,1.30163614693412,19.7856255957831,0.323602962683521,NA,NA
