Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,DSM_warning_startDeclinePoint_cor,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_slope1,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_reachMaximum_cor
277,WT,5000,SCV030,24,1.22536840792745e-15,0.791574561,0.791574560999999,277,0.791574561,0.05,TRUE,0.791574560999999,0.1,TRUE,1c_3a_8,double_sigmoidal,0.568310537717582,0.039255530849779,14.4772093362427,1.70154009528726e-17,68.1133547722856,70.4700952057038,0.966556871726385,0.339573490818164,0.265386393518463,0.0173149271839738,15.3270291407345,2.44195297961495e-18,2.04544772085485,4.46568651099792,-0.931373021995839,6.11342744077841,TRUE,0.907144815009087,170.687517292886,0.110329744636547,1,TRUE,0.449860164405469,2.83805644884523,6.36927344444311,277,6,20,24,NA,0.449860164405469,6.36927344444311,0.224930082202735,0.31918213516738,1.40941523613019,5.66456582637802,0,7.0739810625082,0.449860164405469,0,0.1566020445712,0,1,0.720666539272578,0.0248328462375391,29.0206983274905,4.67578710252808e-27,32.9457985097508,8.40009633099125,3.92207389196251,0.000366492370122581,0.283813693987763,0.00891302672739547,31.8425718522105,1.71692388692526e-28,23.8664885091253,8.62598184513539,2.76681413636232,0.00878464352756,0.594190461257971,0.0222947795781941,26.6515512823967,9.49231971978333e-26,0.351352441471549,42.3397027891714,-70.6794055783427,-58.3510047684878,TRUE,0.488388539059088,0.520359855797142,163.936943036418,0.209470046423376,116.791654666096,0.384288198342547,1,TRUE,0,0.570461299452081,1.37274160457295,6.81152865570631,0.994437021213556,14.2605710701913,277,3,20,41,12.9381514962058,0.570461299452081,6.81075904698838,0.285230768665721,21.0731642872943,0.28523065650259,0.195877289990709,-0.141897030110638,0,2.91234016704611,5.35458896346532,0,8.26692913051143,0.570461299452081,4.02024833787774,19.0630401183555,0.570461299452081,23.0832884562332,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-0.931373021995839,FALSE,-70.6794055783427,TRUE,12.9381514962058,24,TRUE,1,0.85,TRUE,0.0516098151402995,0.75,TRUE,5.66456582637802,TRUE,5.35458896346532,TRUE,6.3476823314081e-09,0.05,TRUE,4.96091056388087e-05,TRUE,NA,12.9381514962058,0.570461299452081,6.81075904698838,0.285230768665721,0.195877289990709,2.91234016704611,5.35458896346532,0,8.26692913051143,0.570461299452081,21.0731642872943,0.28523065650259,-0.141897030110638,0,4.02024833787774,19.0630401183555,0.570461299452081,23.0832884562332,0,NA
278,WT,5000,SCV030,24,1.89995027134195e-15,2.000481465,2.000481465,278,2.000481465,0.05,TRUE,2.000481465,0.1,TRUE,1c_8_9,double_sigmoidal,0.68464404008163,0.0224315029109213,30.5215411914417,2.50408871473056e-29,50.2647652326749,21.6679932406334,2.31977021011871,0.0255412716707238,0.221388452415932,0.00977707943683318,22.6436180503858,2.01646151993444e-24,0.691848628844163,27.7717895319642,-47.5435790639284,-40.4987786011542,TRUE,0.320541870966554,41.8951460468955,0.379068737619091,1,TRUE,1.36961771230602,2.09436521802812,5.31332285798236,278,2,20,25,NA,1.36961771230602,5.31332285798236,0.684808856153009,0.717119924662243,1.90988656876477,4.35837957359998,0,6.26826614236474,1.36961771230602,0.739683535589066,0.0569140864764391,12.9964931598309,2.31341396233977e-15,0.75802431781999,0.0266016472057484,28.4953902274213,8.93583676610248e-27,39.5022816453015,11.5055003472334,3.43333887733098,0.00148376569100125,0.228350506770204,0.00843949582773114,27.0573635476983,5.57301852454385e-26,42.8770056392017,53.3367440359087,0.803892446271843,0.426593960221596,0.520861318017848,0.0351532399202351,14.8168794455281,3.8835882234966e-17,0.430497397075969,37.9719465900067,-61.9438931800135,-49.6154923701585,TRUE,0.136845383094624,1.3882656103,5.81448592984118,0.485493812956847,122.090507245364,0.2489798235544,1,TRUE,0.739683535589066,1.51641359781816,1.64592840188756,5.4804121624849,1.78654190163341,12.5006716324284,278,3,20,53,11.9627636529384,1.51641359781816,5.48035791166128,0.75820679758168,17.9811337748741,1.3190398842644,0.624004909402509,-0.176316075125212,1.12166617144947,2.43013087712746,4.26529247309755,0,6.69542335022501,1.51641359781816,2.23886237308966,16.8617025883293,1.51641359781816,19.1005649614189,1.12166617144947,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-47.5435790639284,TRUE,-61.9438931800135,TRUE,11.9627636529384,24,TRUE,1,0.85,TRUE,0.739689101332706,0.75,TRUE,4.35837957359998,TRUE,4.26529247309755,TRUE,2.01255255342641e-05,0.05,TRUE,0.000183353563320693,TRUE,NA,11.9627636529384,1.51641359781816,5.48035791166128,0.75820679758168,0.624004909402509,2.43013087712746,4.26529247309755,0,6.69542335022501,1.51641359781816,17.9811337748741,1.3190398842644,-0.176316075125212,1.12166617144947,2.23886237308966,16.8617025883293,1.51641359781816,19.1005649614189,1.12166617144947,NA
279,WT,5000,SCV030,24,1.14536660768557e-15,0.32591555,0.325915549999999,279,0.32591555,0.05,TRUE,0.325915549999999,0.1,TRUE,1c_3a_4a_7_8,double_sigmoidal,0.3,1022.82898560349,0.000293304163474594,0.999767435070113,0.072254161415372,236.141271919287,0.000305978539152057,0.999757385382568,1.15,94340.0179105319,1.21899489259225e-05,0.999990334420673,2.51000086944127,0.0653589196172756,7.86928216076545,14.9140826235397,TRUE,1,1,0.33,1,TRUE,0.0977746650000008,0.00301059005897383,27.6,279,1,20,30,NA,0.0977746650000008,27.6,0.0488873325000004,7.35898586171249e-05,1328.64319673048,-636.72159836524,0,691.92159836524,0.0977746650000008,0,0.00587842653992677,0,1,1.00418522904713,0.0402905042892475,24.9236202614402,9.97882492242337e-25,45.2813707281808,7.03135451364028,6.43992144619339,1.59729559246227e-07,0.200331425408186,0.0075922158898178,26.3864237154871,1.34958468705989e-25,180,26.0623685943866,6.90650964236494,3.77766325321001e-08,0.0585884721121053,0.00934593530522329,6.26887199608167,2.71762217717298e-07,0.0449765335248025,86.5361552123924,-159.072310424785,-146.74390961493,TRUE,0.487079415936023,0.303969799540937,111.630313775721,0.109515071606729,9.9670840632543,0.239194039124995,1,TRUE,0,0.327279581226773,1.88672378034087,4.80795420979646,7.5,1.40612333069053,279,3,20,46,5.77239841191705,0.327279581226773,4.6262966612411,0.163639979370157,6.24475152021956,0.163639147432413,0.180561994389539,-0.664677370386853,0,1.81256073479511,3.72001629384354,0,5.53257702863865,0.327279581226773,0.492388632151401,5.99855720414385,0.327279581226773,6.49094583629526,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,7.86928216076545,FALSE,-159.072310424785,TRUE,5.77239841191705,24,TRUE,0.49729049546952,0.85,FALSE,1.4070649870365e-58,0.75,TRUE,-636.72159836524,FALSE,3.72001629384354,TRUE,0.0468574201994763,0.05,TRUE,4.52934593200637e-05,TRUE,NA,5.77239841191705,0.327279581226773,4.6262966612411,0.163639979370157,0.180561994389539,1.81256073479511,3.72001629384354,0,5.53257702863865,0.327279581226773,6.24475152021956,0.163639147432413,-0.664677370386853,0,0.492388632151401,5.99855720414385,0.327279581226773,6.49094583629526,0,NA
280,WT,5000,SCV030,24,2.61725873267744e-15,1.182131915,1.182131915,280,1.182131915,0.05,TRUE,1.182131915,0.1,TRUE,1c_3a_8,double_sigmoidal,0.518187875126094,0.0380395834418308,13.6223330604683,1.30026662157999e-16,133.470417860411,208.108967806086,0.641348709128085,0.524954258105358,0.173465465685768,0.0149319127402969,11.6170961284575,2.15837050062932e-14,2.24127657294247,2.49996511292505,3.0000697741499,10.0448702369242,TRUE,0.400991313904524,10.3993727113912,0.269623651723377,1,TRUE,0.612566425152592,5.56126741085048,4.16317117645842,280,4,20,24,NA,0.612566425152592,4.16317117645842,0.306283212576296,0.851661424295571,0.719260503854873,3.80354092453099,0,4.52280142838586,0.612566425152592,0,0.629722781494681,0,1,0.830090514348354,0.0555722332359518,14.9371451534781,3.00237148433872e-17,89.6564046357573,40.3109437475662,2.22412070521594,0.0323248714552008,0.186906188110367,0.00580672548015269,32.1878808890156,1.16766446423945e-28,3.86956871200371,4.74887345599793,0.814839297753103,0.420378391035644,0.424878589680367,0.151748161185429,2.79989283798428,0.00807675995960081,0.508869492533233,34.3760650030974,-54.7521300061947,-42.4237291963398,TRUE,0.601218371186405,0.54876147005707,90.5453159485268,0.234706759117544,127.411375304633,0.213140565245412,1,TRUE,0,0.981276489349956,3.73568352648989,4.4857485146488,0.161232029666821,10.1970861523288,280,3,20,41,5.76639910410175,0.981276489349956,4.46196676888455,0.490638233125239,17.1797466641307,0.490638245352225,0.944349431388861,-0.047409210437536,0,1.03910317170074,3.94241518303418,0,4.98151835473492,0.981276489349956,20.6980137465659,6.83073979084772,0.981276489349956,27.5287535374136,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,3.0000697741499,FALSE,-54.7521300061947,TRUE,5.76639910410175,24,TRUE,1,0.85,TRUE,0.227224141365372,0.75,TRUE,3.80354092453099,TRUE,3.94241518303418,TRUE,5.39692820183834e-11,0.05,TRUE,5.90774563388627e-08,TRUE,NA,5.76639910410175,0.981276489349956,4.46196676888455,0.490638233125239,0.944349431388861,1.03910317170074,3.94241518303418,0,4.98151835473492,0.981276489349956,17.1797466641307,0.490638245352225,-0.047409210437536,0,20.6980137465659,6.83073979084772,0.981276489349956,27.5287535374136,0,NA
281,WT,5000,SCV030,24,2.20117314302363e-15,0.228925152,0.228925151999998,281,0.228925152,0.05,TRUE,0.228925151999998,0.1,TRUE,1c_8_9,double_sigmoidal,0.74116676293415,0.0256112821023404,28.9390730215111,1.9248183809e-28,63.3186853975795,33.7137336355504,1.87812735551815,0.0676671524588212,0.17586298117421,0.00952110124841328,18.470865563321,3.46597482563665e-21,0.977946021417269,20.3309128304613,-32.6618256609226,-25.6170251981483,TRUE,1.23514033891261,37.1061188779864,0.153522766502574,1,TRUE,0.169671713862049,2.63827855823248,4.22071154818103,281,4,20,24,NA,0.169671713862049,4.22071154818103,0.0848358569310244,0.1119103111552,1.51614013141956,3.46264148247125,0,4.97878161389081,0.169671713862049,0.331451496204441,0.253139356439818,1.30936374677575,0.198484253151517,0.90255502405562,0.0216181944072779,41.7497875655965,9.95382633034567e-33,42.3891284424632,6.63790565513862,6.38591909025527,1.88883539276043e-07,0.189953366887964,0.00436386740791453,43.5286751708944,2.19051263598165e-33,6.83053055774923,3.21938690398385,2.12168675635002,0.0406243655951189,0.63,0.104498660805648,6.02878539440523,5.73977830927846e-07,0.137378754442532,62.5292365997327,-111.058473199465,-98.7300723896105,TRUE,0.378348318627104,0.7317627212964,60.9956321506388,0.252253138297237,13.49410037569,0.0778242978593335,1,TRUE,0.331451496204441,0.206617546070297,1.76621368510263,4.55888080531115,0.284605439906218,15.12,281,5,20,52,7.55989681167026,0.206617546070297,4.53321885716501,0.103308772087394,19.9292033011591,0.137550627762768,0.0929103327339947,-0.0101783679137823,0.0684836947870899,2.22383818882502,3.4212997627525,0,5.64513795157752,0.206617546070297,13.5713163891592,13.1435451065795,0.206617546070297,26.7148614957387,0.0684836947870899,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-32.6618256609226,TRUE,-111.058473199465,TRUE,7.55989681167026,24,TRUE,1,0.85,TRUE,0.488270298586769,0.75,TRUE,3.46264148247125,TRUE,3.4212997627525,TRUE,2.47488366202193e-06,0.05,TRUE,6.79597931669086e-05,TRUE,NA,7.55989681167026,0.206617546070297,4.53321885716501,0.103308772087394,0.0929103327339947,2.22383818882502,3.4212997627525,0,5.64513795157752,0.206617546070297,19.9292033011591,0.137550627762768,-0.0101783679137823,0.0684836947870899,13.5713163891592,13.1435451065795,0.206617546070297,26.7148614957387,0.0684836947870899,NA
282,WT,5000,SCV030,24,4.2590373050794e-16,3.16795832914766e-15,2.74205459863972e-15,282,3.16795832914766e-15,0.05,FALSE,2.74205459863972e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,WT,5000,SCV030,24,1.38003547953442e-15,0.973949695,0.973949694999999,283,0.973949695,0.05,TRUE,0.973949694999999,0.1,TRUE,1c_8_9,double_sigmoidal,0.659282048375065,0.0226821486584232,29.0661197183467,1.62803778754927e-28,62.6625949061383,31.6859369607706,1.97761533716737,0.0548908973576465,0.230747948071822,0.00918804680610928,25.1139282310136,4.1822228102752e-26,0.712383953431494,27.1429179879592,-46.2858359759184,-39.2410355131442,TRUE,0.529865258652717,2.93934409166686,-0.311848198943771,1,TRUE,0.64210754993387,2.61094145442243,5.53795075372373,283,2,20,25,NA,0.64210754993387,5.53795075372373,0.321053774966935,0.419126305079991,1.53201443610494,4.77194353567126,0,6.30395797177621,0.64210754993387,0.710880000318526,0.141822459157749,5.01246420729325,1.35729749559185e-05,0.701079202221893,0.0268524062067108,26.1086174857091,1.9580743455573e-25,54.1061404223909,22.0764820550522,2.45084974532926,0.0190991517436867,0.234486424140256,0.00862246844711566,27.1948138260448,4.66086304643739e-26,29.55311436435,43.1021641547745,0.68565267994963,0.497206028753827,0.63,0.0614873654906638,10.2460073703379,2.35565729682137e-12,0.549654077234801,32.7184677654784,-51.4369355309568,-39.1085347211019,TRUE,0.235839810222387,1.44507636297494,7.30817053115228,0.80211857753573,54.7802194262575,0.289984004131984,1,TRUE,0.710880000318526,0.682815875174856,2.25442251759962,5.62767417936614,1.23137976518125,15.12,283,7,20,53,11.1420861180981,0.682815875174856,5.62766418819082,0.341407942903181,20.7477085259916,0.584107039006086,0.384843207736537,-0.0607741183248726,0.485400149561797,1.77427030397874,4.74052903620145,0,6.51479934018019,0.682815875174856,3.2483519474155,19.1235325522839,0.682815875174856,22.3718844996994,0.485400149561797,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-46.2858359759184,TRUE,-51.4369355309568,TRUE,11.1420861180981,24,TRUE,1,0.85,TRUE,0.716055531471309,0.75,TRUE,4.77194353567126,TRUE,4.74052903620145,TRUE,3.37309413518043e-07,0.05,TRUE,2.11030676567648e-06,TRUE,NA,11.1420861180981,0.682815875174856,5.62766418819082,0.341407942903181,0.384843207736537,1.77427030397874,4.74052903620145,0,6.51479934018019,0.682815875174856,20.7477085259916,0.584107039006086,-0.0607741183248726,0.485400149561797,3.2483519474155,19.1235325522839,0.682815875174856,22.3718844996994,0.485400149561797,NA
284,WT,5000,SCV030,24,1.02093779349141e-15,3.15859951533377e-15,2.13766172184236e-15,284,3.15859951533377e-15,0.05,FALSE,2.13766172184236e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,WT,5000,SCV030,24,2.41464565317612e-15,0.683223542,0.683223541999998,285,0.683223542,0.05,TRUE,0.683223541999998,0.1,TRUE,1c_8_9,double_sigmoidal,0.679270020428959,0.0292453045193065,23.2266352357704,7.82431143630291e-25,180,167.369946481905,1.07546189613833,0.288612363859082,0.320118945736415,0.00837877933750763,38.2059167381819,4.21639620372135e-33,1.09130691077705,17.972862016988,-27.9457240339761,-20.9009235712018,TRUE,0.361292470246553,46.1664932250977,0.771785425017588,1,TRUE,0.464093269331886,7.5,7.68285469767397,285,5,20,25,NA,0.464093269331886,7.68285469767397,0.232046634665943,0.870174879997287,0.533333333333333,7.4161880310073,0,7.94952136434064,0.464093269331886,0.495554482376524,0.0417640550661369,11.8655739149795,3.55675427907909e-14,0.800751571072979,0.0170818482106227,46.8773379320286,1.48010816798545e-34,180,54.5400593670751,3.30032644058072,0.00214410730302357,0.321539298286499,0.00306275865647479,104.983557097048,2.08407315881487e-47,36.5101499966232,14.3102483185876,2.55132889267898,0.0149979927506868,0.484142616734205,0.0129085293206211,37.5056371418545,4.80629044337358e-31,0.184671602594279,56.1687328364318,-98.3374656728636,-86.0090648630087,TRUE,0.220566881354898,0.623773869127035,67.4099529823847,0.436919279901776,102.818921805772,0.511494463023264,1,TRUE,0.495554482376524,0.547092324650546,7.5,7.71694315887597,1.5212562498593,11.6194228016209,285,3,20,54,9.85319621531114,0.547092324650546,7.71694375018717,0.273546941758426,19.3363665655764,0.40910321580153,1.02579874814481,-0.104958485889576,0.271114053754371,0.533333000883439,7.45027724974545,0,7.98361025062889,0.547092324650546,2.62940407873761,18.0216645262076,0.547092324650546,20.6510686049452,0.271114053754371,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-27.9457240339761,TRUE,-98.3374656728636,TRUE,9.85319621531114,24,TRUE,1,0.85,TRUE,0.495972617273407,0.75,TRUE,7.4161880310073,TRUE,7.45027724974545,TRUE,4.3847492904136e-26,0.05,TRUE,4.0028302447917e-26,TRUE,NA,9.85319621531114,0.547092324650546,7.71694375018717,0.273546941758426,1.02579874814481,0.533333000883439,7.45027724974545,0,7.98361025062889,0.547092324650546,19.3363665655764,0.40910321580153,-0.104958485889576,0.271114053754371,2.62940407873761,18.0216645262076,0.547092324650546,20.6510686049452,0.271114053754371,NA
286,WT,5000,SCV030,24,9.03596153941006e-16,2.5869322445849e-15,1.68333609064389e-15,286,2.5869322445849e-15,0.05,FALSE,1.68333609064389e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,WT,5000,SCV030,24,9.93242500560358e-16,2.40408369107638e-15,1.41084119051602e-15,287,2.40408369107638e-15,0.05,FALSE,1.41084119051602e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
