Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope1,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_reachMaximum_cor,DSM_warning_startDeclinePoint_cor
85,HR,50,SCV040,24,6.84416893177666e-16,0.430077253,0.430077252999999,85,0.430077253,0.05,TRUE,0.430077252999999,0.1,TRUE,1c_4b_5b_7,ambiguous,0.3,893.940601194954,0.000335592767124552,0.999733903852309,104.031471326025,18497.6472531404,0.00562403801425956,0.995540646464738,1.01830679774884,36.1461706995226,0.0281719135953256,0.977665127798702,1.65218653879717,9.05630446767149,-10.112608935343,-3.06780847256872,TRUE,1.02631117310375,96.2407967994781,1.01646504677366,1,TRUE,0.1290231759,4.33464463858439,24.4393631459722,85,4,20,29,NA,0.1290231759,24.4393631459722,0.0645115879500002,0.139817404417017,0.922797676283406,23.9779643078305,0,24.9007619841139,0.1290231759,0,0.00290356365047049,0,1,1.31073939833981,22.6859035952163,0.0577777029175159,0.954236612003446,12.2352431519719,7172.25118162936,0.00170591392327567,0.998648042953408,-0.0279359620937668,33.5546031687462,-0.000832552301491294,0.999340192161843,42.7472243153617,369.62084154868,0.115651552916373,0.908554111988817,0.166383825567671,33.6513563764167,0.00494434232327927,0.996081564426152,0.0190622535360068,104.992416369681,-195.984832739362,-183.656431929507,TRUE,0.461932404432446,1.22764748353511,45.9483645118843,-0.126026365379803,41.3017990250466,0.0497425014525652,1,TRUE,0,0.56371919983686,0.509801797998829,-0.670463090250403,1.7811343464734,3.9932118136241,85,5,20,68,1.80762170835144,0.56371919983686,-1.7543738605191,0.281860781668985,3.53151104649781,0.281859485482055,0.0911475618448991,-0.282055309666166,0,6.18468764744482,-4.84671768424151,0,1.33796996320331,0.56371919983686,1.99861225978715,2.53220491660424,0.56371919983686,4.53081717639138,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-10.112608935343,TRUE,-195.984832739362,TRUE,1.80762170835144,24,TRUE,0.129601916222567,0.85,FALSE,1.38610814122534e-16,0.75,TRUE,23.9779643078305,TRUE,-4.84671768424151,FALSE,1.26843227271156e-47,0.05,TRUE,0.449976624775204,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,HR,50,SCV040,24,1.36823708189186e-15,0.323155911,0.323155910999999,86,0.323155911,0.05,TRUE,0.323155910999999,0.1,TRUE,1c_4b_5b_7,ambiguous,0.3,94496036.9749185,3.17473631280037e-09,0.999999997482708,70.5539147967768,2563712.41934436,2.75202141489879e-05,0.999978178841066,1.11839272417103,4469768.94489746,2.50212648116352e-07,0.999999801602926,1.14060786014616,17.0228769440859,-26.0457538881718,-19.0009534253976,TRUE,0.401024010311812,56.6482154646656,1.04989359021885,1,TRUE,0.096946773300001,2.9397464498657,26.8414253801046,86,2,20,26,NA,0.096946773300001,26.8414253801046,0.0484733866500005,0.0712497331586532,1.36066156323881,26.1610945984852,0,27.521756161724,0.096946773300001,0.0458723202727806,0.877721240048684,0.0522629716357738,0.958600310069588,0.3,5.78836428261703,0.051828113323988,0.958944461594399,0.01,70.0987954985454,0.000142655803553822,0.999886943525332,0.265870400518063,2.81628026486935,0.0944048090080257,0.925297000557664,8.947676303089,15.9664195957057,0.560405935059828,0.578580378706803,0.0454838274706404,3.58991034901385,0.0126699062229047,0.989959219722838,1.15904308671947,16.6781586616856,-19.3563173233711,-7.02791651351619,TRUE,0.0603652349673212,1.2550214166753,35.7814271477424,0.201682829230558,16.3511334057013,0.0966779459547251,1,TRUE,0.0458723202727806,0.096946773300001,0.000416666666666667,6.3808896124335,0.372819845962042,1.09161185929537,86,3,20,59,4.19919433373872,0.096946773300001,-2644.75559972856,0.0625163331321453,7.49796011420075,0.0640957391497463,1.95657502930861e-05,-0.0111594285756578,0.0044471734342303,4954.9223437784,-5122.21677161776,0,-167.294427839359,0.096946773300001,8.28891902830414,4.19919433373872,0.096946773300001,11.6424196283528,0.0044471734342303,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-26.0457538881718,TRUE,-19.3563173233711,TRUE,4.19919433373872,24,TRUE,0.000235616324907678,0.85,FALSE,0.0484827450290191,0.75,TRUE,26.1610945984852,TRUE,-5122.21677161776,FALSE,5.2199362925952e-36,0.05,TRUE,0.118146155362455,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
87,HR,50,SCV040,24,1.3351251955051e-15,2.93211384181865e-15,1.59698864631355e-15,87,2.93211384181865e-15,0.05,FALSE,1.59698864631355e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,HR,50,SCV040,24,1.70244275132194e-15,3.25408464693464e-15,1.5516418956127e-15,88,3.25408464693464e-15,0.05,FALSE,1.5516418956127e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,HR,50,SCV040,24,9.50798318266869e-16,0.390536923,0.390536922999999,89,0.390536923,0.05,TRUE,0.390536922999999,0.1,TRUE,1c_3a_4b_5b_7,ambiguous,0.3,122106146.814412,2.45687877168024e-09,0.999999998051907,56.9627206980983,2358304.39620488,2.4154100204268e-05,0.99998084787943,1.15,7152832.07335359,1.60775478608549e-07,0.999999872518896,1.95866093231124,5.39783315755518,-2.79566631511037,4.24913414766388,TRUE,0.49927210137248,13.4137206298648,0.88146069426788,1,TRUE,0.117161076900001,2.3734466957541,27.6,89,4,20,27,NA,0.117161076900001,27.6,0.0585805384500003,0.0695188927098245,1.68531275935359,26.7573436203232,0,28.4426563796768,0.117161076900001,0,0.00420138725262681,0,1,1.5,27.8776516941386,0.0538065406820253,0.957378778310679,43.6051802100163,3649.04521322249,0.0119497505955834,0.990529907474002,0.0460425829361798,3.31058782729138,0.0139076760195335,0.988978360983173,22.1849083141019,14.2253761882507,1.5595305193001,0.127384432311764,0.0405508404164114,2.36011244145467,0.0171817408798615,0.986383947535344,0.0419050805356803,88.0569319793623,-162.113863958725,-149.78546314887,TRUE,0.376427884446457,0.31345495255664,15.5790910350019,-0.0572381170000881,7.12814131842926,0.282594368339051,1,TRUE,0,0.5858053845,1.81688250875068,1.10502199046832,0.924371179754246,0.973220169993874,89,4,20,48,1.79661876839825,0.5858053845,0.569518763361869,0.292906606639703,3.42851812804597,0.292899057090658,0.332413079008609,-0.202668259983071,0,1.76228139472463,-0.311621934000446,0,1.45065946072418,0.5858053845,2.89046437043933,1.9832859428263,0.5858053845,4.87375031326563,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-2.79566631511037,FALSE,-162.113863958725,TRUE,1.79661876839825,24,TRUE,0.00019459254151813,0.85,FALSE,3.60142982871728e-09,0.75,TRUE,26.7573436203232,TRUE,-0.311621934000446,FALSE,4.16292695428791e-30,0.05,TRUE,0.137622468623408,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,HR,50,SCV040,24,1.21024157552049e-15,1.117384392,1.117384392,90,1.117384392,0.05,TRUE,1.117384392,0.1,TRUE,1c_6_8,sigmoidal,0.834364788058028,0.0225194817890864,37.0507987649336,1.39300834964861e-32,28.5938524192403,6.85295139056387,4.17248726710836,0.000157594713058538,0.330416781662756,0.0096113446542995,34.3777893257577,2.54707454018312e-31,0.5373617347932,33.2047470374217,-58.4094940748434,-51.3646936120692,TRUE,0.918539248220622,1.63492412525695,1.0607379319123,1,TRUE,0.932306191410429,1.19141051746835,7.93000275990613,90,2,20,29,NA,0.932306191410429,7.93000275990613,0.466153095705215,0.27768985048681,3.35736502351825,6.25132024814701,0,9.60868527166526,0.932306191410429,0.815352732520528,0.0459619705059285,17.7397253326064,1.11003095925742e-19,0.907473563187469,0.0289104590370695,31.3891094577187,2.86557880709554e-28,20.3827719046086,3.58608558718777,5.68384981591946,1.68318888544005e-06,0.341917156033744,0.0100286426610338,34.0940611397254,1.4866854567276e-29,180,406.800288749054,0.442477562032996,0.6607196016176,0.458032240946638,0.0248106646456654,18.4611032186378,2.93905646155892e-20,0.388776172722695,40.1636026467106,-66.3272052934211,-53.9988044835662,TRUE,0.206047244835645,1.19342941492796,81.3449915428157,0.363858390890528,63.0845787646412,0.575844595243689,1,TRUE,0.815352732520528,1.0139967956583,0.849282162692027,8.20601174480985,7.5,10.9927737827193,90,6,20,71,17.8193501509352,1.0139967956583,8.2052659465499,0.506998366186882,19.1988464563285,0.920380925874823,0.215360516792051,-0.351132704211795,0.826765058107057,4.70836906765692,5.85108141272143,0,10.5594504803784,1.0139967956583,0.533222155912635,18.9322353783722,1.0139967956583,19.4654575342848,0.826765058107057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-58.4094940748434,TRUE,-66.3272052934211,TRUE,17.8193501509352,24,TRUE,0.999999995158125,0.85,TRUE,0.815352732520528,0.75,FALSE,6.25132024814701,TRUE,5.85108141272143,TRUE,7.35120270962194e-05,0.05,TRUE,0.000952954959602012,TRUE,NA,0.932306191410429,7.93000275990613,0.466153095705215,NA,NA,0.27768985048681,NA,NA,3.35736502351825,6.25132024814701,0,9.60868527166526,0.932306191410429,NA,NA,NA,NA,NA,NA,NA
91,HR,50,SCV040,24,1.69954619616736e-15,1.427297172,1.427297172,91,1.427297172,0.05,TRUE,1.427297172,0.1,TRUE,1c_8_9,double_sigmoidal,0.764869338216492,0.0323179158440353,23.66703787174,3.87927863045844e-25,96.242681387348,72.3831644141447,1.32962798968956,0.191174085803707,0.334235083054036,0.00843503280942575,39.6246334312469,1.01736330608989e-33,1.27833824002018,14.5718843930609,-21.1437687861218,-14.0989683233475,TRUE,0.776614772714674,2.25827950117411,-0.375443108268082,1,TRUE,1.09169584338591,4.01011172447283,8.02164199329687,91,4,20,23,NA,1.09169584338591,8.02164199329687,0.545847921692955,1.09445557528002,0.997478443203683,7.52290277169503,0,8.52038121489871,1.09169584338591,0.502707152173569,0.0908863052842761,5.5311650154684,2.70956684705664e-06,0.869486815713419,0.0282527090805709,30.7753431090032,5.79590460059868e-28,74.7806606660752,27.5677420133923,2.7126146432213,0.0100703313475073,0.338239062651724,0.00562868496495222,60.0920223387552,1.70062923094594e-38,33.4127343634169,21.616149402214,1.54573017338576,0.130681082564134,0.518657739738675,0.0237887358138173,21.8026608810974,1.03507446534483e-22,0.501569970871527,34.6867069596006,-55.3734139192012,-43.0450131093463,TRUE,0.0388625429477543,0.900939370505512,179.899258473702,0.4921413773112,46.7415390428854,0.350360009230208,1,TRUE,0.502707152173569,1.24101607315905,3.11586086108647,8.11773750364138,1.39219726514237,12.4477857537282,91,5,20,56,12.1405334010599,1.24101607315905,8.11770819091887,0.620486913045501,20.5655400009155,0.932441864507706,0.966719563173327,-0.214800588125656,0.623867655939411,1.28373948395678,7.47583844894048,0,8.75957793289726,1.24101607315905,2.87312256733028,19.1289787172504,1.24101607315905,22.0021012845807,0.623867655939411,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-21.1437687861218,TRUE,-55.3734139192012,TRUE,12.1405334010599,24,TRUE,1,0.85,TRUE,0.506841678976824,0.75,TRUE,7.52290277169503,TRUE,7.47583844894048,TRUE,1.16911026459137e-14,0.05,TRUE,1.28484433093218e-11,TRUE,12.1405334010599,1.24101607315905,8.11770819091887,0.620486913045501,20.5655400009155,0.932441864507706,0.966719563173327,-0.214800588125656,0.623867655939411,1.28373948395678,7.47583844894048,0,8.75957793289726,1.24101607315905,2.87312256733028,19.1289787172504,1.24101607315905,22.0021012845807,0.623867655939411,NA,NA
92,HR,50,SCV040,24,2.40050365445204e-15,0.415868046,0.415868045999998,92,0.415868046,0.05,TRUE,0.415868045999998,0.1,TRUE,1c_7_8,double_sigmoidal,1.5,7503219312.76048,1.99914188493598e-10,0.999999999841485,70.497551196682,4413919.73647897,1.59716432118266e-05,0.9999873358629,1.15,70965984.5096123,1.62049467494421e-08,0.999999987150873,1.00000000155169,19.8514455262494,-31.7028910524989,-24.6580905897246,TRUE,1.23888169750571,1.04773549034027,0.0108835233491845,1,TRUE,0.623802068999999,2.93739796652842,27.6,92,7,20,26,NA,0.623802068999999,27.6,0.311901034499999,0.458088732249204,1.36174942775201,26.919125286124,0,28.280874713876,0.623802068999999,0.00694503881187208,0.222458516504853,0.0312194782244741,0.975262307464816,0.3,0.253028939573036,1.18563513132618,0.243325164264411,110.719152199916,486.290157119678,0.227681252805343,0.821147547272778,0.79544508937321,0.0581570657866726,13.6775313302601,4.80149029621754e-16,180,872.352338205333,0.206338645655847,0.837657641529051,0.04,0.0817861954952206,0.489080091790521,0.627671790921197,1.1420601277833,16.9955196949577,-19.9910393899154,-7.66263858006048,TRUE,0.592958605848253,0.592607946507633,67.4285103231762,0.762078623275738,127.314527836109,0.551277744488325,1,TRUE,0.00694503881187208,0.124760413800002,4.61329800832982,19.090682144957,7.5,0.96,92,3,20,43,19.6428674165159,0.124760413800002,19.0411596316474,0.0623801865584551,20.0787630974174,0.062812994239264,0.160013887419604,-0.253707611699155,0.000866465916026233,0.779684912427901,18.6513171754335,0,19.4310020878614,0.124760413800002,0.488333586265784,19.8345963042845,0.124760413800002,20.3229298905503,0.000866465916026233,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-31.7028910524989,TRUE,-19.9910393899154,TRUE,19.6428674165159,24,TRUE,2.55554939936882e-05,0.85,FALSE,0.0069450388120255,0.75,TRUE,26.919125286124,TRUE,18.6513171754335,TRUE,3.85340554154411e-36,0.05,TRUE,7.94301970206479e-40,TRUE,19.6428674165159,0.124760413800002,19.0411596316474,0.0623801865584551,20.0787630974174,0.062812994239264,0.160013887419604,-0.253707611699155,0.000866465916026233,0.779684912427901,18.6513171754335,0,19.4310020878614,0.124760413800002,0.488333586265784,19.8345963042845,0.124760413800002,20.3229298905503,0.000866465916026233,NA,NA
93,HR,50,SCV040,24,1.35226548884995e-16,0.428646845,0.428646845,93,0.428646845,0.05,TRUE,0.428646845,0.1,TRUE,1c_3a_4a_4b_5a_5b_7,ambiguous,0.3,25917.3760251875,1.15752458778407e-05,0.999990821827234,0.0122368398172162,1049.63553730709,1.16581797988763e-05,0.999990756067779,1.15,14119716.9057053,8.14463921394434e-08,0.999999935420028,2.12517921493479,3.64353865151718,0.71292269696564,7.75772315973989,TRUE,1,1,0.33,1,TRUE,0.1285940535,0.00050986832571734,27.6,93,1,20,31,NA,0.1285940535,27.6,0.0642970267500001,1.63915086888128e-05,7845.16275721255,-3894.98137860628,0,3950.18137860628,0.1285940535,0,0.00714024076791032,0,1,1.5,2268.74862780585,0.000661157424677181,0.999476024666087,49.9973335253401,455341.765082981,0.000109801773874682,0.99991298074684,-0.0491180672030806,1394.65477144716,-3.52187998124534e-05,0.999972088668931,19.2658335985431,12.2270134693173,1.57567779301865,0.123612989650292,0.180463450900718,1394.33414919645,0.000129426257690611,0.999897428102689,0.113486226096312,66.6370323758083,-119.274064751617,-106.945663941762,TRUE,0.27247059927322,0.650455271266401,79.2711136219627,-0.0346647856896743,68.3665637428267,0.136966852203477,1,TRUE,0,0.6429702675,2.0832222302225,-1.17883361287393,0.802743066605963,4.33112282161724,93,3,20,64,0.378940368683122,0.6429702675,-1.28150388846322,0.32148488205565,3.48108600286152,0.321485148204306,0.363395501639755,-0.145924790614926,0,1.7693401943577,-2.16617398564207,0,-0.39683379128437,0.6429702675,4.40617570729776,1.27799814921264,0.6429702675,5.68417385651039,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,0.71292269696564,FALSE,-119.274064751617,TRUE,0.378940368683122,24,TRUE,0.499541118635691,0.85,FALSE,6.20924163505473e-08,0.75,TRUE,-3894.98137860628,FALSE,-2.16617398564207,FALSE,0.0638446285759208,0.05,FALSE,0.631367232434082,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,HR,50,SCV040,24,4.15309579393826e-16,0.558594155,0.558594155,94,0.558594155,0.05,TRUE,0.558594155,0.1,TRUE,1c_6_8,sigmoidal,0.827266436540591,0.0394024517082781,20.9953036086531,3.2959779496622e-23,28.0474026301597,10.4834352374763,2.67540190737245,0.0107624981052124,0.449254736703337,0.0153267646784936,29.3117788474778,1.1799415271905e-28,1.28347277573443,14.4857010914858,-20.9714021829716,-13.9266017201973,TRUE,1.02992697022855,162.843784997191,0.573025819025934,1,TRUE,0.462106196079252,1.16864177625665,10.7821136808801,94,5,20,27,NA,0.462106196079252,10.7821136808801,0.231053098039626,0.135009151451316,3.4227768348421,9.07072526345904,0,12.4935020983011,0.462106196079252,0.806830567029607,0.0942651528022419,8.55916044311995,2.66241025861099e-10,0.957191372413989,0.0933110109737315,10.2580752520563,2.28033044708221e-12,8.00034079896031,5.3120621143521,1.5060706420102,0.140539575439483,0.651548415161773,0.619191041328947,1.05225749675476,0.299505302010135,29.1156517471963,39.0858946104117,0.7449145538923,0.461029078832517,0.04,0.699455214243616,0.0571873640877145,0.954703669636117,1.17787256719688,16.3316826639105,-18.663365327821,-6.33496451796604,TRUE,0.370730156777427,0.897083787247539,163.805821900277,0.536771442592144,155.659159099113,0.224399680045899,1,TRUE,0.806830567029607,0.534681505846883,0.333347533290013,15.6371619638826,1.21315215613318,0.96,94,4,20,92,15.1569595948242,0.534681505846883,11.407761294371,0.267339367513741,17.2563801143421,0.48303978366837,0.0710300586630648,-0.0368841187962469,0.431397382542684,7.52753856480923,7.64399201196642,0,15.1569595948242,0.534681505846883,2.80023290985354,15.8562636594154,0.534681505846883,18.6564965692689,0.431397382542684,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-20.9714021829716,TRUE,-18.663365327821,TRUE,15.1569595948242,24,TRUE,0.999999804357015,0.85,TRUE,0.806888990248156,0.75,FALSE,9.07072526345904,TRUE,7.64399201196642,TRUE,1.55755635016037e-06,0.05,TRUE,0.0073938942468252,TRUE,NA,0.462106196079252,10.7821136808801,0.231053098039626,NA,NA,0.135009151451316,NA,NA,3.4227768348421,9.07072526345904,0,12.4935020983011,0.462106196079252,NA,NA,NA,NA,NA,TRUE,NA
95,HR,50,SCV040,24,6.37560753094032e-16,0.346490864,0.346490863999999,95,0.346490864,0.05,TRUE,0.346490863999999,0.1,TRUE,1c_7_8,double_sigmoidal,0.3,69810510.0041503,4.29734720434165e-09,0.999999996592574,56.2819722718395,1479694.34594086,3.80362149968564e-05,0.999969840558358,1.15,4139304.93370387,2.77824421833782e-07,0.999999779709168,1.00000000462314,19.8514454602131,-31.7028909204261,-24.6580904576519,TRUE,0.798740109242499,29.3910659961496,1.07153209779179,1,TRUE,0.1039472592,2.34508217799331,27.6,95,4,20,21,NA,0.1039472592,27.6,0.0519736296000002,0.0609412162502931,1.70569715532221,26.7471514223389,0,28.4528485776611,0.1039472592,0,578.099975115862,0,1,0.3,0.391221487425356,0.766829046058568,0.44804864419895,170.401827266468,6849.80359098429,0.0248768924543691,0.980286845672807,0.928003793946996,0.71893422127809,1.29080486987701,0.204778914986503,20.6296481723574,18458.909187308,0.00111759844327865,0.999114289707324,0.04,21.3317827785447,0.00187513628913527,0.998513932372633,1.24138580442577,15.2025362539336,-16.4050725078673,-4.07667169801234,TRUE,0.146120206452906,1.17678134450689,178.977391076635,0.926594023227226,5.92349834248889,0.616484353879932,1,TRUE,0,0.1039472592,7.10007613610282,22.2720910547279,0.859568673848223,0.96,95,3,20,47,22.6961879454309,0.1039472592,22.223744631961,0.051974175904471,24.2613711024927,0.0519736297047371,0.202649885741417,-0.0316207536340748,0,0.512940132286273,21.9672745658178,0,22.4802146981041,0.1039472592,3.28731125143032,22.6961879454309,0.1039472592,25.9050267282079,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-31.7028909204261,TRUE,-16.4050725078673,TRUE,22.6961879454309,24,TRUE,0.000215508248672636,0.85,FALSE,0.583035186652341,0.75,TRUE,26.7471514223389,TRUE,21.9672745658178,TRUE,8.08017108066019e-30,0.05,TRUE,3.74612807231923e-70,TRUE,22.6961879454309,0.1039472592,22.223744631961,0.051974175904471,24.2613711024927,0.0519736297047371,0.202649885741417,-0.0316207536340748,0,0.512940132286273,21.9672745658178,0,22.4802146981041,0.1039472592,3.28731125143032,22.6961879454309,0.1039472592,25.9050267282079,0,NA,TRUE
