Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_warning_startDeclinePoint_cor,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope1,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_reachMaximum_cor
41,WT,500,SCV029,24,2.46294427633751e-15,2.006228135,2.006228135,41,2.006228135,0.02,TRUE,2.006228135,0.1,TRUE,1c_3a_8,double_sigmoidal,0.421902021061329,0.0416220269962577,10.1365082747955,1.30437847481946e-12,75.0928052962016,122.087129588185,0.615075524746131,0.541988474878975,0.205002574446384,0.0245548381627186,8.34876504124706,2.67821984476172e-10,2.51703263648487,0.00521088604574155,7.98957822790852,15.0343786906828,TRUE,1.14130978770554,32.8588598254672,0.456675970486831,1,TRUE,0.846431704866602,3.12886688734173,4.92006178671322,41,2,20,25,NA,0.846431704866602,4.92006178671322,0.423215852433301,0.66209303343833,1.27841808041836,4.28085274650404,0,5.5592708269224,0.846431704866602,0.0368819958217778,0.0625772243006701,0.589383697246904,0.559185798566563,0.676611122006764,0.0243279926891007,27.8120406666307,2.10972593066704e-26,47.6793688109482,12.2742409383841,3.88450650841021,0.000409000396302329,0.227916174562293,0.00624981583183391,36.4676625191713,1.32194463960961e-30,15.1824872951579,3.53148539282743,4.2991788458177,0.000119759790361389,0.48946482645281,0.0182821064694311,26.7728900535191,8.08884479225761e-26,0.214858751698063,52.9135959249954,-91.8271918499908,-79.4987910401358,TRUE,0.524583298247308,1.45693955076858,75.9069585723546,0.262045205172617,130.058976955321,0.181824465726968,1,TRUE,0.0368819958217778,1.35743626942389,1.98664036712284,5.46998818949504,0.632603637298245,11.7471558348674,41,3,20,63,8.74529738061617,1.35743626942389,5.4643641051967,0.67871328254379,17.2366277596437,0.703752826151797,0.677692571828444,-0.208036869740284,0.0500649588172214,2.00302663162069,4.46285078938635,0,6.46587742100704,1.35743626942389,6.28432504410784,14.0944652375898,NA,1.35743626942389,20.3787902816976,0.0500649588172214,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,7.98957822790852,FALSE,-91.8271918499908,TRUE,8.74529738061617,24,TRUE,1,0.85,TRUE,0.0499726878648859,0.75,TRUE,4.28085274650404,TRUE,4.46285078938635,TRUE,1.74569241522417e-07,0.05,TRUE,2.60588244081107e-05,TRUE,8.74529738061617,1.35743626942389,5.4643641051967,0.67871328254379,17.2366277596437,0.703752826151797,0.677692571828444,-0.208036869740284,0.0500649588172214,2.00302663162069,4.46285078938635,0,6.46587742100704,1.35743626942389,6.28432504410784,14.0944652375898,1.35743626942389,20.3787902816976,0.0500649588172214,NA
42,WT,500,SCV029,24,6.09695183703676e-16,2.49731865474954e-15,1.88762347104587e-15,42,2.49731865474954e-15,0.02,FALSE,1.88762347104587e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,WT,500,SCV029,24,6.084396112049e-16,2.75850112250075e-15,2.15006151129585e-15,43,2.75850112250075e-15,0.02,FALSE,2.15006151129585e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,WT,500,SCV029,24,1.96622493997216e-15,3.55508380262647e-15,1.58885886265431e-15,44,3.55508380262647e-15,0.02,FALSE,1.58885886265431e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,WT,500,SCV029,24,1.35379020403139e-15,3.72001624005847e-15,2.36622603602707e-15,45,3.72001624005847e-15,0.02,FALSE,2.36622603602707e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,WT,500,SCV029,24,1.0934480607463e-15,2.73109954624437e-15,1.63765148549806e-15,46,2.73109954624437e-15,0.02,FALSE,1.63765148549806e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,WT,500,SCV029,24,1.16577431774698e-15,2.89902345997747e-15,1.73324914223049e-15,47,2.89902345997747e-15,0.02,FALSE,1.73324914223049e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,WT,500,SCV029,24,1.52399698919151e-15,1.484414112,1.484414112,48,1.484414112,0.02,TRUE,1.484414112,0.1,TRUE,1c_3a_8,double_sigmoidal,0.45373200345903,0.0445284073047407,10.1897200219583,1.12006951095495e-12,118.151127137357,255.916989994001,0.461677542941273,0.646813645966609,0.20451576138415,0.0194892585820694,10.4937681709611,4.7236449239012e-13,2.95555471203947,-3.4478110309904,14.8956220619808,21.940422524755,TRUE,0.725753527041525,68.1892558152345,0.237171009273734,1,TRUE,0.673526189000618,4.92296363072319,4.90837827321959,48,4,20,25,NA,0.673526189000618,4.90837827321959,0.336763094500309,0.82893623319741,0.812518698094138,4.50211892417252,0,5.31463762226666,0.673526189000618,0,0.0824457339677858,0,1,0.589173467503486,0.0265010554172895,22.2320755994912,5.28716326557262e-23,67.9361663422804,40.7633965780193,1.66659729181923,0.10403925601154,0.198296957507555,0.0101002872456494,19.6328037693154,3.70417958947593e-21,180,219.913989663148,0.818501816440664,0.418311251941206,0.63,0.0129704211774984,48.572054166826,4.05990559307186e-35,0.6838272197762,28.0225204722215,-42.045040944443,-29.7166401345881,TRUE,0.659433703869581,0.735712147504091,48.1588923841319,0.558016391741112,29.9149024879653,0.275152534525841,1,TRUE,0,0.874577409578149,2.83067359759502,4.75912698018131,7.5,15.12,48,4,20,56,15.6401049536365,0.874577409578149,4.75912697651113,0.437288702517587,19.8791274705423,0.437287900679084,0.618910795554632,-1.63983264289356,0,1.41309121744177,4.05258136779025,0,5.46567258523202,0.874577409578149,0.533333333354626,19.612460803865,NA,0.874577409578149,20.1457941372196,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,14.8956220619808,FALSE,-42.045040944443,TRUE,15.6401049536365,24,TRUE,1,0.85,TRUE,3.77969626518177e-14,0.75,TRUE,4.50211892417252,TRUE,4.05258136779025,TRUE,2.15855690537143e-11,0.05,TRUE,1.23362820464154e-06,TRUE,15.6401049536365,0.874577409578149,4.75912697651113,0.437288702517587,19.8791274705423,0.437287900679084,0.618910795554632,-1.63983264289356,0,1.41309121744177,4.05258136779025,0,5.46567258523202,0.874577409578149,0.533333333354626,19.612460803865,0.874577409578149,20.1457941372196,0,NA
49,WT,500,SCV029,24,9.75754663366824e-16,2.88598786741495e-15,1.91023320404813e-15,49,2.88598786741495e-15,0.02,FALSE,1.91023320404813e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,WT,500,SCV029,24,1.44178486806341e-15,2.88857178103644e-15,1.44678691297304e-15,50,2.88857178103644e-15,0.02,FALSE,1.44678691297304e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,WT,500,SCV029,24,9.74190143936314e-16,2.94982802125625e-15,1.97563787731994e-15,51,2.94982802125625e-15,0.02,FALSE,1.97563787731994e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,WT,500,SCV029,24,2.31214255359955e-15,2.763596002,2.763596002,52,2.763596002,0.02,TRUE,2.763596002,0.1,TRUE,1c_3a_8,double_sigmoidal,0.6039419629831,0.0439063939271697,13.7552166999844,9.42674238246802e-17,78.7101438647398,94.1639099365451,0.835884405371238,0.408185508834629,0.235282476561335,0.0173678435683365,13.5470172583936,1.56168094474514e-16,2.6960017643664,-1.47160616139041,10.9432123227808,17.9880127855551,TRUE,0.750033943075687,56.4770262798062,0.320031160018407,1,TRUE,1.66905159434013,3.27958932769749,5.64677943747204,52,3,20,22,NA,1.66905159434013,5.64677943747204,0.834525797170064,1.36845094904359,1.21966490322991,5.03694698585708,0,6.25661188908699,1.66905159434013,0.299000331449125,0.0234196228093843,12.7670856991478,3.97713971731857e-15,0.877447918632549,0.0176669364286371,49.6661049399746,1.80243748351397e-35,38.0950639515856,5.38309370582439,7.07679747621104,2.24019274948789e-08,0.256558823684566,0.00427639233143156,59.9942203148326,1.80519696666101e-38,34.3510811785537,7.1331298071397,4.81570952825939,2.48940441174327e-05,0.442760543346735,0.00859865720464769,51.4918239917062,4.82870243459692e-36,0.136287165994527,62.7007543105412,-111.401508621082,-99.0731078112274,TRUE,0.772120708134025,0.769526004698127,58.0674954888597,0.46352417277405,38.9431036814209,0.308978530189488,1,TRUE,0.299000331449125,2.42491155989614,1.58729433131607,6.15741176842957,1.4312950491064,10.6262530403216,52,6,20,49,11.2302735666614,2.42491155989614,6.15656627934079,1.21245577453324,16.7846027223474,1.57498046043818,0.962907355855913,-0.60865929178792,0.72504936014376,2.51832281179394,4.89740487344381,0,7.41572768523776,2.42491155989614,2.79279758427589,15.3882039302095,NA,2.42491155989614,18.1810015144854,0.72504936014376,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,10.9432123227808,FALSE,-111.401508621082,TRUE,11.2302735666614,24,TRUE,1,0.85,TRUE,0.299023255730456,0.75,TRUE,5.03694698585708,TRUE,4.89740487344381,TRUE,1.51258289105156e-08,0.05,TRUE,0.000138143827742902,TRUE,11.2302735666614,2.42491155989614,6.15656627934079,1.21245577453324,16.7846027223474,1.57498046043818,0.962907355855913,-0.60865929178792,0.72504936014376,2.51832281179394,4.89740487344381,0,7.41572768523776,2.42491155989614,2.79279758427589,15.3882039302095,2.42491155989614,18.1810015144854,0.72504936014376,NA
53,WT,500,SCV029,24,2.05237924771849e-15,0.615284838,0.615284837999998,53,0.615284838,0.02,TRUE,0.615284837999998,0.1,TRUE,1c_3a_8,double_sigmoidal,0.499687380411494,0.0476390536557688,10.4890282670631,4.78721278327143e-13,91.5902411940082,155.394370453519,0.589405143356877,0.558904092565111,0.19685606883421,0.0218594459271769,9.00553790292863,3.61934547703884e-11,3.37091154998915,-6.27499318448017,20.5499863689603,27.5947868317346,TRUE,0.960205940902233,35.7137992562028,0.183171887644567,1,TRUE,0.307450068907131,3.81626004975034,4.72454565202105,53,4,20,23,NA,0.307450068907131,4.72454565202105,0.153725034453566,0.293327353815819,1.0481466010844,4.20047235147885,0,5.24861895256325,0.307450068907131,0,0.0637500952341658,0,1,0.746172698904194,0.0218194169187194,34.1976461462651,1.33331680872589e-29,50.7391348767289,12.5594200848939,4.03992656776856,0.000259201262177591,0.215628931972279,0.00559832372547359,38.5166958086258,1.8398003973901e-31,18.2648231203799,3.94256112995699,4.63273048110713,4.36051184531412e-05,0.551612059952904,0.0150061398448016,36.7590909892789,9.92333949304262e-31,0.236355172043068,50.8634677980928,-87.7269355961856,-75.3985347863307,TRUE,0.556584843434393,0.785599611606449,26.1530458816933,0.247531029782258,14.6479504992883,0.539130212599412,1,TRUE,0,0.459108748165291,2.1141306198637,5.1750943673347,0.761034296682495,13.2386894388697,53,6,20,49,9.03472403304426,0.459108748165291,5.17411284553853,0.229554357881753,18.4166207386089,0.229554373920952,0.242898358039876,-0.0874436694895767,0,1.89012701390892,4.22904933858407,0,6.11917635249299,0.459108748165291,5.25033716957654,15.7914521538206,NA,0.459108748165291,21.0417893233972,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,20.5499863689603,FALSE,-87.7269355961856,TRUE,9.03472403304426,24,TRUE,1,0.85,TRUE,0.0140607621789937,0.75,TRUE,4.20047235147885,TRUE,4.22904933858407,TRUE,4.54363982621531e-09,0.05,TRUE,8.14397561651536e-06,TRUE,9.03472403304426,0.459108748165291,5.17411284553853,0.229554357881753,18.4166207386089,0.229554373920952,0.242898358039876,-0.0874436694895767,0,1.89012701390892,4.22904933858407,0,6.11917635249299,0.459108748165291,5.25033716957654,15.7914521538206,0.459108748165291,21.0417893233972,0,NA
54,WT,500,SCV029,24,8.72377256084233e-16,2.64103945029899e-15,1.76866219421476e-15,54,2.64103945029899e-15,0.02,FALSE,1.76866219421476e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,WT,500,SCV029,24,7.37801913444884e-16,2.51469746016897e-15,1.77689554672409e-15,55,2.51469746016897e-15,0.02,FALSE,1.77689554672409e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,WT,500,SCV029,24,1.54968886080664e-15,3.32049147624057e-15,1.77080261543393e-15,56,3.32049147624057e-15,0.02,FALSE,1.77080261543393e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
