Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_warning_startDeclinePoint_cor,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_slope1,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_reachMaximum_cor
611,WT,500,SCV036,24,5.94983016893268e-16,2.45397940566763e-15,1.85899638877437e-15,611,2.45397940566763e-15,0.3,FALSE,1.85899638877437e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,WT,500,SCV036,24,1.4059994778363e-15,3.316396854,3.316396854,612,3.316396854,0.3,TRUE,3.316396854,0.1,TRUE,1c_8_9,double_sigmoidal,0.688477445350509,0.0222463990302285,30.9478151684236,1.46982153886064e-29,180,126.48360267524,1.42310936906319,0.162457588887918,0.361417823231085,0.00608791100621688,59.3664760969749,1.26489046384915e-40,0.591916330652684,31.1258302896477,-54.2516605792954,-47.2068601165212,TRUE,0.95023501412943,99.6814458347601,0.616592702497728,1,TRUE,2.28326443381039,7.5,8.67402775754604,612,2,20,22,NA,2.28326443381039,8.67402775754604,1.14163221690519,4.28112081339447,0.533333333333333,8.40736109087937,0,8.9406944242127,2.28326443381039,0.707407589698888,0.0465337198628566,15.2020425571768,1.71224269705835e-17,0.752492378246626,0.0201408644856895,37.3614736736494,5.52259391446451e-31,180,78.3879770235861,2.29627051028297,0.027422810073186,0.362318915761727,0.00413089375707294,87.7095701484364,1.5715828158324e-44,180,262.508946559537,0.685690915906273,0.497182189731841,0.462472120026809,0.0151460277177458,30.5342185188896,7.67098305846525e-28,0.297049603440938,45.9493525518136,-77.8987051036272,-65.5703042937723,TRUE,0.441556714940816,1.08748260783032,30.456291386215,0.369752254982013,21.1870676668012,0.256048578638583,1,TRUE,0.707407589698888,2.49556335587609,7.5,8.69565397828146,7.5,11.0993308806434,612,4,20,56,13.8777281012049,2.49556335587609,8.69565397814991,1.24778167732251,19.7949809058618,2.13047731930932,4.67918129209803,-1.36909293216488,1.76538045852117,0.533333333352669,8.42898731147358,0,8.96232064482625,2.49556335587609,0.533333333479645,19.528314239122,NA,2.49556335587609,20.0616475726016,1.76538045852117,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-54.2516605792954,TRUE,-77.8987051036272,TRUE,13.8777281012049,24,TRUE,1,0.85,TRUE,0.707407589698894,0.75,TRUE,8.40736109087937,TRUE,8.42898731147358,TRUE,1.27478891802586e-28,0.05,TRUE,1.18470318257991e-28,TRUE,13.8777281012049,2.49556335587609,8.69565397814991,1.24778167732251,4.67918129209803,0.533333333352669,8.42898731147358,0,8.96232064482625,2.49556335587609,19.7949809058618,2.13047731930932,-1.36909293216488,1.76538045852117,0.533333333479645,19.528314239122,2.49556335587609,20.0616475726016,1.76538045852117,NA
613,WT,500,SCV036,24,1.15109134582337e-15,2.242430421,2.242430421,613,2.242430421,0.3,TRUE,2.242430421,0.1,TRUE,1c_3a_8,double_sigmoidal,0.597787545917593,0.0417730309047039,14.3103704225177,2.51411120500408e-17,60.0416767927523,54.148988707996,1.10882360364167,0.274128737258834,0.372975098382273,0.0171293083195526,21.7740898478972,8.6095061533549e-24,1.93127761727419,5.70053768159066,-3.40107536318132,3.64372509959293,TRUE,0.581593733187765,134.499131355749,0.987038104978856,1,TRUE,1.34049697826055,2.50173653303135,8.95140236117455,613,3,20,26,NA,1.34049697826055,8.95140236117455,0.670248489130273,0.838392565733133,1.59888939030411,8.1519576660225,0,9.7508470563266,1.34049697826055,0,0.0682951882215051,0,1,0.708789325292691,0.018151609429382,39.0482908995041,1.12114735472042e-31,40.4270213459698,9.60819265222608,4.20755732209464,0.000157565156373967,0.38379753033928,0.00673734998346781,56.9656513734699,1.20281602068874e-37,180,84.3547342554807,2.1338458545177,0.0395494104044347,0.540846762201999,0.00819351993116204,66.0090860516518,5.43379231368427e-40,0.251170911759618,49.5563109965208,-85.1126219930415,-72.7842211831866,TRUE,0.653962215175852,1.28490086859092,136.353021434827,0.420297148360405,149.63116143591,0.284044816426467,1,TRUE,0,1.5894107451164,1.68445922274874,9.21114072814273,7.5,12.980322292848,613,5,20,45,19.6479943771896,1.5894107451164,9.2111413778182,0.794705829940962,22.1914627523699,0.794706195372605,0.669324416050868,-2.98014523011832,0,2.37464928366755,8.02381673598443,0,10.398466019652,1.5894107451164,0.533333318474983,21.9247960931324,NA,1.5894107451164,22.4581294116074,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-3.40107536318132,FALSE,-85.1126219930415,TRUE,19.6479943771896,24,TRUE,1,0.85,TRUE,1.28592969886732e-06,0.75,TRUE,8.1519576660225,TRUE,8.02381673598443,TRUE,2.52146742976108e-10,0.05,TRUE,2.90277707870001e-07,TRUE,19.6479943771896,1.5894107451164,9.2111413778182,0.794705829940962,0.669324416050868,2.37464928366755,8.02381673598443,0,10.398466019652,1.5894107451164,22.1914627523699,0.794706195372605,-2.98014523011832,0,0.533333318474983,21.9247960931324,1.5894107451164,22.4581294116074,0,NA
614,WT,500,SCV036,24,9.90474089811556e-16,2.512780479,2.512780479,614,2.512780479,0.3,TRUE,2.512780479,0.1,TRUE,1c_6_8,sigmoidal,0.772370775497007,0.0177129483595857,43.6048680218177,2.4069559193589e-35,73.2546875327646,26.4904678633037,2.76532252698495,0.00856204495693535,0.239252026624279,0.00565898571151028,42.2782524680429,8.07341834634568e-35,0.434463328110405,37.7747859275737,-67.5495718551473,-60.5047713923731,TRUE,1,1,0.33,1,TRUE,1.94079820721897,3.05227864719853,5.74204863898269,614,1,20,23,NA,1.94079820721897,5.74204863898269,0.970399103609485,1.48096423160391,1.31049634137149,5.08680046829695,0,6.39729680966844,1.94079820721897,0.775660619170104,0.0581074457918361,13.3487302461861,1.01898185282973e-15,0.97452465899592,0.0698425418449744,13.9531671278376,2.57935453232924e-16,47.9682338404479,15.6073579532634,3.07343715599334,0.00396006488563982,0.253294511081361,0.0101231009181896,25.0214349465026,8.70110080935404e-25,180,260.57257879442,0.690786424392,0.494010963888573,0.0928924695362821,0.0220104163068752,4.22038675875777,0.000151640906542669,0.332387743137008,43.5326870057136,-73.0653740114272,-60.7369732015723,TRUE,0.262421363033354,1.10729773510247,134.335065303186,0.329873913626652,41.6082777701784,0.073671892946586,1,TRUE,0.775660619170104,2.44876653942908,1.99867641001866,6.07906826595267,7.5,2.22941926887077,614,6,20,269,7.69717209823931,2.44876653942908,6.03137770433753,1.22438305397057,8.31830009430474,2.17408914106676,1.28184255521931,-1.06174587679586,1.89941177017659,1.91034891879535,5.07620324493985,0,6.9865521637352,2.44876653942908,0.517407019192134,8.05959658470867,NA,2.44876653942908,8.57700360390081,1.89941177017659,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-67.5495718551473,TRUE,-73.0653740114272,TRUE,7.69717209823931,24,TRUE,1,0.85,TRUE,0.775660619170104,0.75,FALSE,5.08680046829695,TRUE,5.07620324493985,TRUE,4.74669033223486e-08,0.05,TRUE,1.35962429284316e-05,TRUE,NA,1.94079820721897,5.74204863898269,0.970399103609485,1.48096423160391,1.31049634137149,5.08680046829695,0,6.39729680966844,1.94079820721897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,WT,500,SCV036,24,5.75687972691841e-16,2.66105381618254e-15,2.0853658434907e-15,615,2.66105381618254e-15,0.3,FALSE,2.0853658434907e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,WT,500,SCV036,24,1.36032026616391e-15,3.15308098497801e-15,1.7927607188141e-15,616,3.15308098497801e-15,0.3,FALSE,1.7927607188141e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,WT,500,SCV036,24,9.83666563445702e-16,2.36760660810862e-15,1.38394004466292e-15,617,2.36760660810862e-15,0.3,FALSE,1.38394004466292e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,WT,500,SCV036,24,1.29532484297641e-15,0.15368175,0.153681749999999,618,0.15368175,0.3,FALSE,0.153681749999999,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,WT,500,SCV036,24,7.09402817945927e-16,2.60289073034655e-15,1.89348791240063e-15,619,2.60289073034655e-15,0.3,FALSE,1.89348791240063e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,WT,500,SCV036,24,1.25439844221808e-15,0.478655236,0.478655235999999,620,0.478655236,0.3,TRUE,0.478655235999999,0.1,TRUE,1c_6_8,sigmoidal,0.822313082348162,0.01284010271517,64.0425626328234,6.28571165645674e-42,48.4903881229739,9.6746181544185,5.01212423570721,1.13912086273403e-05,0.235512961222919,0.00469384995433587,50.1747954268047,9.68963945932365e-38,0.22137771547952,52.2709712650227,-96.5419425300454,-89.4971420672712,TRUE,0.765183964278549,28.8425474280817,-0.185039507914335,1,TRUE,0.393604462497247,2.02043283845725,5.65231106935005,620,3,20,26,NA,0.393604462497247,5.65231106935005,0.196802231248624,0.198812845348188,1.97977380087244,4.66242416891383,0,6.64219796978627,0.393604462497247,0.987260062799243,21.1126162222294,0.0467616164859644,0.962954711052062,0.821830746265347,0.0264546488438485,31.0656456306147,4.14697830244993e-28,49.9753423748823,13.5366088486989,3.69186573487243,0.000714003389253452,0.235387065975504,0.00799292439072187,29.449429829305,2.777981964253e-27,0.01,73.9014043196675,0.000135315425898323,0.999892760864652,0.422481794320226,1466833.38465781,2.88023028885986e-07,0.999999771738215,0.221801135207536,52.2298884069026,-90.4597768138051,-78.1313760039502,TRUE,0.438623995520175,0.996846692450345,74.4514610575559,0.359683189571369,60.9949499016255,0.263693433615845,1,TRUE,0.987260062799243,0.393373589805696,2.08230593228676,5.6492895834121,0.000416666666666667,10.1395630636854,620,3,20,499,10.0727323699252,0.393373589805696,5.64831043608463,0.1966868348791,2648.96902142602,0.390867812388338,0.204948954060415,-7.82771070184651e-07,0.388362034975135,1.91937349282464,4.68862368967231,0,6.60799718249696,0.393373589805696,6402.32504936456,10.0727323699252,TRUE,0.393373589805696,5850.1315461083,0.388362034975135,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-96.5419425300454,TRUE,-90.4597768138051,TRUE,10.0727323699252,24,TRUE,1,0.85,TRUE,0.999964348402207,0.75,FALSE,4.66242416891383,TRUE,4.68862368967231,TRUE,4.31879276896114e-06,0.05,TRUE,3.06838624923391e-06,TRUE,NA,0.393604462497247,5.65231106935005,0.196802231248624,0.198812845348188,1.97977380087244,4.66242416891383,0,6.64219796978627,0.393604462497247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,WT,500,SCV036,24,1.01395464011375e-15,0.332373291,0.332373290999999,621,0.332373291,0.3,TRUE,0.332373290999999,0.1,TRUE,1c_3a_8,double_sigmoidal,0.55095208898628,0.0573593819975615,9.60526542998148,6.08947643898437e-12,170.038670398088,680.244419761245,0.249967019880544,0.803892213148555,0.2685478068496,0.0165405231021752,16.235750537677,3.33038449724512e-19,4.55681237054938,-12.7559561974271,33.5119123948542,40.5567128576285,TRUE,1.41369756320491,136.465246033401,0.448248570736032,1,TRUE,0.183121758999695,7.08494459992034,6.44514736439039,621,4,20,28,NA,0.183121758999695,6.44514736439039,0.0915608794998476,0.324351879388201,0.564577456264792,6.16285863625799,0,6.72743609252279,0.183121758999695,0,0.0354189766895271,0,1,0.796242230760755,0.0186717306970073,42.6442649415663,4.61437004465042e-33,51.5627159613577,12.4837641572657,4.13038209563962,0.000198285559175661,0.286179425496928,0.00537180325140728,53.274368420317,1.39335531943109e-36,180,70.7315383339267,2.54483366599793,0.0152365111642928,0.518278917219504,0.00667788656503861,77.6112190843282,1.41739283870322e-42,0.261216363720654,48.7131796185774,-83.4263592371548,-71.0979584272999,TRUE,0.383919265354052,0.592173755262047,124.430251236821,0.270071568575222,56.5456182042882,0.487373508953024,1,TRUE,0,0.264649650671134,2.1484464983899,6.86830621192628,7.5,12.4386940132681,621,4,20,59,16.4077088608757,0.264649650671134,6.8683049310107,0.132324643471944,19.3069997867673,0.132325043104601,0.142146404043716,-0.496218095787787,0,1.86181038100509,5.93739974050815,0,7.79921012151324,0.264649650671134,0.533333332495625,19.0403331205195,NA,0.264649650671134,19.5736664530151,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,33.5119123948542,FALSE,-83.4263592371548,TRUE,16.4077088608757,24,TRUE,1,0.85,TRUE,5.17512336999148e-16,0.75,TRUE,6.16285863625799,TRUE,5.93739974050815,TRUE,2.69978176018916e-21,0.05,TRUE,1.03309425578522e-07,TRUE,16.4077088608757,0.264649650671134,6.8683049310107,0.132324643471944,0.142146404043716,1.86181038100509,5.93739974050815,0,7.79921012151324,0.264649650671134,19.3069997867673,0.132325043104601,-0.496218095787787,0,0.533333332495625,19.0403331205195,0.264649650671134,19.5736664530151,0,NA
622,WT,500,SCV036,24,1.3676816893043e-15,1.504513525,1.504513525,622,1.504513525,0.3,TRUE,1.504513525,0.1,TRUE,1c_3a_8,double_sigmoidal,0.507556205468622,0.0519860985618453,9.76330633591994,3.83587628676134e-12,180,873.081805862214,0.206166247872089,0.837706838977537,0.2695368649427,0.0145539917000063,18.5197896562346,3.15188332053448e-21,3.73569244520527,-8.48411813355069,24.9682362671014,32.0130367298756,TRUE,0.4251000886783,48.8706325749331,-0.0703028457774781,1,TRUE,0.763625175825222,7.5,6.4688847586248,622,2,20,26,NA,0.763625175825222,6.4688847586248,0.381812587912611,1.43179720467229,0.533333333333333,6.20221809195813,0,6.73555142529147,0.763625175825222,0,0.140272210332233,0,1,0.948995776673801,0.0539333257741065,17.5957214403681,1.45472963861356e-19,128.570038803597,52.1639586761639,2.46472932780591,0.0184775438436573,0.278021290360195,0.00419450731763755,66.282227996394,4.6697131541829e-40,7.34579083877485,3.02936760630242,2.42485950648325,0.0203145451322523,0.361588981212743,0.043349054999373,8.34133480459893,5.03098222258558e-10,0.450356754333171,37.002322851975,-60.00464570395,-47.6762448940951,TRUE,0.290059190010652,0.722315830271691,59.3236801566766,0.204316714962479,128.538239127179,0.615324937494006,1,TRUE,0,1.42777698117361,5.35708495014986,6.67251096864468,0.306074618282285,8.67813554910583,622,1,20,40,7.66208060547067,1.42777698117361,6.66215959435485,0.713898919467514,15.9491398238532,0.713888085056277,1.95092009543096,-0.119230166461167,0,0.731848005726864,6.29623559149142,0,7.02808359721828,1.42777698117361,11.974964252345,9.96165769768074,NA,1.42777698117361,21.9366219500257,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,24.9682362671014,FALSE,-60.00464570395,TRUE,7.66208060547067,24,TRUE,1,0.85,TRUE,0.072802136780132,0.75,TRUE,6.20221809195813,TRUE,6.29623559149142,TRUE,6.49191877759746e-22,0.05,TRUE,4.65985244149516e-16,TRUE,7.66208060547067,1.42777698117361,6.66215959435485,0.713898919467514,1.95092009543096,0.731848005726864,6.29623559149142,0,7.02808359721828,1.42777698117361,15.9491398238532,0.713888085056277,-0.119230166461167,0,11.974964252345,9.96165769768074,1.42777698117361,21.9366219500257,0,NA
623,WT,500,SCV036,24,9.97367325840518e-16,1.88760374,1.88760374,623,1.88760374,0.3,TRUE,1.88760374,0.1,TRUE,1c_6_8,sigmoidal,0.7369142195963,0.0201004379864807,36.6616001149795,2.10028019263272e-32,20.0439375466092,3.80780768401552,5.26390490537375,5.08923308492809e-06,0.366904148887153,0.0109205832381684,33.597486588884,6.19232645577602e-31,0.357348506022217,41.9758865294248,-75.9517730588497,-68.9069725960754,TRUE,0.494577780459076,128.327292342046,0.109216625364497,1,TRUE,1.39100203696916,0.835164064442049,8.80569957329167,623,3,20,26,NA,1.39100203696916,8.80569957329167,0.695501018484579,0.290428728710583,4.78947810412831,6.41096052122751,0,11.2004386253558,1.39100203696916,0.744055282363781,0.244309820592712,3.04553980089157,0.00426462619758322,0.751197360608794,0.0216376903891288,34.7170768737042,7.75944318741985e-30,18.8504781658432,3.40043385435786,5.54355090356636,2.6069543656517e-06,0.370838602270961,0.0110611656715019,33.5261773744509,2.71566645570202e-29,180,1280.15379909083,0.140608105157238,0.888942254923068,0.609288506437698,0.022321543657172,27.2959843546453,4.0884436917468e-26,0.31864226420257,44.4406995970859,-74.8813991941717,-62.5529983843168,TRUE,0.346437337109819,1.28395129088312,2.9367296279571,0.456469198416453,109.519802142077,0.0626727845403366,1,TRUE,0.744055282363781,1.41796294736329,0.785436590243465,8.90012645450306,7.5,14.6229241545048,623,5,20,69,21.8647724833911,1.41796294736329,8.90001936253711,0.708981275997743,23.5230672532569,1.23649727398597,0.278441627885965,-0.680495204186116,1.05504282118177,5.09249625542345,6.35377123482538,0,11.4462674902488,1.41796294736329,0.533317683870494,23.2564084113216,NA,1.41796294736329,23.7897260951921,1.05504282118177,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-75.9517730588497,TRUE,-74.8813991941717,TRUE,21.8647724833911,24,TRUE,0.999996917398835,0.85,TRUE,0.751016144294455,0.75,FALSE,6.41096052122751,TRUE,6.35377123482538,TRUE,0.00088952836685639,0.05,TRUE,0.00130423048990683,TRUE,NA,1.39100203696916,8.80569957329167,0.695501018484579,0.290428728710583,4.78947810412831,6.41096052122751,0,11.2004386253558,1.39100203696916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
