"","x","y","group","colour"
"1",8.02523641410417,0.748321413583874,1,"#e41a1c"
"2",7.13471809526423,0.608365091070175,1,"#e41a1c"
"3",8.17021009084536,1.41301565234319,1,"#e41a1c"
"4",6.12146821501624,3.34258957762468,1,"#e41a1c"
"5",5.89467701269833,0.440720307179298,1,"#e41a1c"
"6",6.35613306299577,2.19845374737726,1,"#e41a1c"
"7",7.34904870134487,2.95817645651105,1,"#e41a1c"
"8",7.6120084334839,0.684573413322911,1,"#e41a1c"
"9",7.13322320393427,3.01006405361805,1,"#e41a1c"
"10",9.29399484453362,1.96119931571876,1,"#e41a1c"
"11",7.98761889605645,0.415157086347273,1,"#e41a1c"
"12",5.10937347068857,1.48602787986001,1,"#e41a1c"
"13",8.79847312989371,1.26404588249917,1,"#e41a1c"
"14",10.0572080830197,2.34293741556459,1,"#e41a1c"
"15",7.52496339028449,0.16649111269843,1,"#e41a1c"
"16",7.15638087541548,1.31377850473362,1,"#e41a1c"
"17",5.90295978181028,3.48172703364748,1,"#e41a1c"
"18",6.39318883156689,3.35909113702896,1,"#e41a1c"
"19",6.81342568893435,0.891063304872743,1,"#e41a1c"
"20",7.62252153594479,2.2569284246712,1,"#e41a1c"
"21",10.9705794242554,1.27402225906626,1,"#e41a1c"
"22",9.46633062652805,1.86432417423847,1,"#e41a1c"
"23",11.0891481829292,1.49273226051533,1,"#e41a1c"
"24",8.3892645877207,1.66596583649736,1,"#e41a1c"
"25",6.96812400251627,1.43817114810854,1,"#e41a1c"
"26",14.5626173119048,1.75120559518048,1,"#e41a1c"
"27",15.4640165617913,1.51910393965402,1,"#e41a1c"
"28",6.88917922279805,2.08825885562479,1,"#e41a1c"
"29",8.98462761984135,2.81335129706852,1,"#e41a1c"
"30",12.2093646889248,0.651086752991809,1,"#e41a1c"
"31",12.3011919549298,0.298560920524608,1,"#e41a1c"
"32",7.18748140328583,3.54644814846367,1,"#e41a1c"
"33",9.39954131028089,1.73970862910419,1,"#e41a1c"
"34",10.179649221538,0.0528381240000012,1,"#e41a1c"
"35",7.16354815724621,3.01203804720418,1,"#e41a1c"
"36",8.502397600259,0.252659643533364,1,"#e41a1c"
"37",8.68691438239662,3.04587746677636,1,"#e41a1c"
"38",10.2384321957989,0.98504819583228,1,"#e41a1c"
"39",6.9446687777467,2.35517636099513,1,"#e41a1c"
"40",6.44697512617891,1.9777699889816,1,"#e41a1c"
"41",8.5677142117484,1.04652915863355,1,"#e41a1c"
"42",7.13488875851419,1.6545110360346,1,"#e41a1c"
"43",6.07971384259742,2.70815007777727,1,"#e41a1c"
"44",8.00334261080422,1.89682213521737,1,"#e41a1c"
"45",8.02150551961333,1.83930431770951,1,"#e41a1c"
"46",13.3690118258741,0.516185929590193,1,"#e41a1c"
"47",5.08312920603202,1.84051972925444,2,"#377eb8"
"48",8.64689412967631,1.80591286945424,2,"#377eb8"
"49",7.25679482121881,3.12826068860745,2,"#377eb8"
"50",5.4643641051967,1.35743626942389,2,"#377eb8"
"51",6.15656627934079,2.42491155989614,2,"#377eb8"
"52",4.88946002463303,1.02373181021951,2,"#377eb8"
"53",7.6874219536369,1.83226542008127,2,"#377eb8"
"54",5.78341831748767,2.69539965496882,2,"#377eb8"
"55",5.41175280114766,1.58876355054229,2,"#377eb8"
"56",6.0746419693057,2.03298397936176,2,"#377eb8"
"57",9.20206412035965,0.38874878075425,2,"#377eb8"
"58",8.06974636871646,1.98915600534411,2,"#377eb8"
"59",6.230698120114,2.40131074897075,2,"#377eb8"
"60",6.87247657650628,0.453719844046405,2,"#377eb8"
"61",8.46935215964711,1.23575355332698,2,"#377eb8"
"62",6.54206332060467,1.21455275985682,2,"#377eb8"
"63",6.59354031808102,2.05896884809728,2,"#377eb8"
"64",12.4870989556965,0.948707830865953,2,"#377eb8"
"65",15.60140611105,1.86631345131,2,"#377eb8"
"66",7.66146308644451,1.57698281663268,2,"#377eb8"
"67",9.32687533289463,1.56233498092938,2,"#377eb8"
"68",5.96896198980587,1.78471073831868,2,"#377eb8"
"69",7.42837514896072,1.47908646567492,2,"#377eb8"
"70",9.2858588029158,2.45184481712957,2,"#377eb8"
"71",7.54025749962485,2.1451890489324,2,"#377eb8"
"72",5.37297765807529,2.24311769238803,2,"#377eb8"
"73",7.38131939498169,0.970903586439691,2,"#377eb8"
"74",10.6100614879567,1.6204579654211,2,"#377eb8"
"75",6.51018576347054,0.86418435226203,2,"#377eb8"
"76",7.58571783283703,2.60261179920375,2,"#377eb8"
"77",7.49085591361802,3.30181670503669,2,"#377eb8"
"78",8.51025118396073,1.12434865791128,2,"#377eb8"
"79",14.9790763811883,1.41070492097731,2,"#377eb8"
"80",7.34508586218236,2.76789895059859,2,"#377eb8"
"81",7.98048228337548,1.50177931046881,2,"#377eb8"
"82",9.04772103107276,3.30348767351672,2,"#377eb8"
"83",4.96271108516303,1.81154147456368,2,"#377eb8"
"84",6.63770078963927,1.45124529165473,2,"#377eb8"
"85",5.65043814580205,0.235245731518345,2,"#377eb8"
"86",5.52514570508776,0.647598253865911,2,"#377eb8"
"87",6.52317030640695,2.13964567220856,2,"#377eb8"
"88",5.89227006101046,1.94331673840175,2,"#377eb8"
"89",8.10784029549361,1.60572963044142,2,"#377eb8"
"90",9.76960715999076,0.726487673310064,2,"#377eb8"
"91",7.20011248231396,1.36282725650242,2,"#377eb8"
"92",6.82138636434369,2.39091071812892,2,"#377eb8"
"93",8.768446987037,2.05064949791899,2,"#377eb8"
"94",6.95852882689205,0.874319964904892,2,"#377eb8"
"95",7.42945133916966,1.69209556915027,2,"#377eb8"
"96",16.6951879496559,2.04506463988817,2,"#377eb8"
"97",5.60631800504781,0.861431654997335,2,"#377eb8"
"98",6.39638843196347,2.91265430414968,2,"#377eb8"
"99",22.3736574620944,0.123057375774037,2,"#377eb8"
"100",8.74997117004308,2.15748152151807,2,"#377eb8"
"101",19.2527968413912,0.10714056160449,2,"#377eb8"
"102",6.29164677354741,3.14908079023285,2,"#377eb8"
"103",7.92381734320519,1.16069419176469,2,"#377eb8"
"104",5.96133769787433,0.659189871303537,2,"#377eb8"
"105",7.36134780564745,1.61363686411469,2,"#377eb8"
"106",6.26066764717353,1.85192229699823,2,"#377eb8"
"107",6.26587676924513,3.88279173463808,2,"#377eb8"
"108",7.93342146673811,1.14657703698751,2,"#377eb8"
"109",6.07036345207917,3.17684185909087,2,"#377eb8"
"110",6.35519967392875,3.08087526981915,2,"#377eb8"
"111",6.71093634298857,0.559142290013479,2,"#377eb8"
"112",7.61156680744722,2.31867537578875,2,"#377eb8"
"113",13.4022653572989,0.250448063728459,2,"#377eb8"
"114",7.10676913295318,1.15942970534867,2,"#377eb8"
"115",13.3359102745881,0.292764166132486,2,"#377eb8"
"116",5.03599799262301,0.0621872752411355,2,"#377eb8"
"117",8.87942546418674,0.0617969865000006,2,"#377eb8"
"118",7.51323622780067,2.42450985079405,2,"#377eb8"
"119",6.98062733256984,2.95530368100745,2,"#377eb8"
"120",8.53037422414494,1.80492066612295,2,"#377eb8"
"121",7.54857475154227,1.03993597956952,2,"#377eb8"
"122",7.45175561302725,2.91438883103484,2,"#377eb8"
"123",13.0710285857898,0.217500660072998,2,"#377eb8"
"124",6.59516504737006,1.16917441463138,2,"#377eb8"
"125",7.97559626150089,1.49050578877945,2,"#377eb8"
"126",6.07012220777431,2.04050537709188,2,"#377eb8"
"127",6.6508402459473,1.08743583825731,2,"#377eb8"
"128",6.58588651044453,1.72972997728177,3,"#4daf4a"
"129",5.30161957800108,2.40182369526733,3,"#4daf4a"
"130",8.69700933482763,3.70027480234449,3,"#4daf4a"
"131",6.00999105444928,2.95238832446802,3,"#4daf4a"
"132",6.08717148828298,1.98491781001883,3,"#4daf4a"
"133",4.84912639557115,1.33373832182183,3,"#4daf4a"
"134",4.68755961654187,1.69477947892154,3,"#4daf4a"
"135",5.46057983014408,0.860482324363263,3,"#4daf4a"
"136",5.05350869466764,1.58060386520642,3,"#4daf4a"
"137",10.9988396204185,3.74225806375814,3,"#4daf4a"
"138",7.75067480840187,2.70674698523097,3,"#4daf4a"
"139",6.86417661425487,1.67710082182331,3,"#4daf4a"
"140",6.54356364152083,0.397779796138991,3,"#4daf4a"
"141",6.57422475415833,2.55141325471682,3,"#4daf4a"
"142",4.87861781382377,0.486634528522397,3,"#4daf4a"
"143",4.768518022138,0.636403829419124,3,"#4daf4a"
"144",5.33532486092068,0.694207522860806,3,"#4daf4a"
"145",6.39893110876931,3.1341384266711,3,"#4daf4a"
"146",4.859673412503,0.124661241969933,3,"#4daf4a"
"147",5.18965179350259,1.42181329127511,3,"#4daf4a"
"148",6.60064790819211,1.82580217039427,3,"#4daf4a"
"149",6.25775375426006,3.86021921744571,3,"#4daf4a"
"150",5.41769171339902,1.01722315184497,3,"#4daf4a"
"151",6.62983278419399,1.89024519018599,3,"#4daf4a"
"152",5.10738453621795,0.478832458571608,3,"#4daf4a"
"153",5.66376952497978,0.981953575253685,3,"#4daf4a"
"154",4.99127498466449,0.54934311672293,3,"#4daf4a"
"155",4.73100876729993,0.843869549300633,3,"#4daf4a"
"156",7.71708950499315,1.05019669533377,3,"#4daf4a"
"157",5.12845724610646,0.947631602574387,3,"#4daf4a"
"158",5.86233162267494,0.902644626408019,3,"#4daf4a"
"159",4.9096252779162,0.128191792432733,3,"#4daf4a"
"160",5.35619844119312,0.113656714478893,3,"#4daf4a"
"161",4.38327572936483,0.119051303082249,3,"#4daf4a"
"162",5.47383107895131,1.51263915201435,3,"#4daf4a"
"163",4.53321990907613,0.206617486900035,3,"#4daf4a"
"164",5.62766145231999,0.682815078856046,3,"#4daf4a"
"165",6.3499448547055,3.17406059073496,3,"#4daf4a"
"166",15.5365384201844,0.067859467300081,3,"#4daf4a"
"167",6.30047011705892,2.8483589750782,3,"#4daf4a"
"168",10.5202307753621,2.22449402243868,3,"#4daf4a"
"169",6.29379350527342,1.59634185201817,3,"#4daf4a"
