"","x","y","group","colour"
"1",10.8247078529072,0.0958656662093393,1,"#e41a1c"
"2",8.10223511162376,0.564212064727935,1,"#e41a1c"
"3",14.7735496498002,0.154170737694428,1,"#e41a1c"
"4",9.64422370895788,0.27694260311036,1,"#e41a1c"
"5",10.0415664221651,0.178300239290127,1,"#e41a1c"
"6",9.44690539128259,0.674650009929722,1,"#e41a1c"
"7",9.83521348940256,0.50114675757736,1,"#e41a1c"
"8",7.75554814755849,0.5792057089495,1,"#e41a1c"
"9",8.75454183802958,0.408568557412151,1,"#e41a1c"
"10",9.87119181211814,0.442145202980693,1,"#e41a1c"
"11",9.3774257334781,0.20417319162768,1,"#e41a1c"
"12",13.8099257014817,0.0874592012136318,1,"#e41a1c"
"13",10.19649869967,0.31716574394361,1,"#e41a1c"
"14",7.59335585552792,0.677250178900598,1,"#e41a1c"
"15",14.458698893182,0.225708503316195,1,"#e41a1c"
"16",10.7270372438473,0.615227672485129,1,"#e41a1c"
"17",8.45749278028832,0.273641454585875,1,"#e41a1c"
"18",13.7938567615996,0.164283087891711,1,"#e41a1c"
"19",8.58883078187234,0.1670585051373,1,"#e41a1c"
"20",10.0104222101343,0.482137166483524,1,"#e41a1c"
"21",9.55624668547564,0.214474042200633,1,"#e41a1c"
"22",7.17286904503534,0.726465469145602,1,"#e41a1c"
"23",8.05128850163069,0.918426803699542,1,"#e41a1c"
"24",9.51653691499664,0.77806474316396,1,"#e41a1c"
"25",11.4085398171895,0.350653406170469,1,"#e41a1c"
"26",12.1441534549034,0.141657530186938,1,"#e41a1c"
"27",9.85643309968939,0.592236247586494,1,"#e41a1c"
"28",8.09061399175419,1.04144035961336,1,"#e41a1c"
"29",8.39683488745954,0.618226872800992,1,"#e41a1c"
"30",10.8601974147141,0.119500765958404,1,"#e41a1c"
"31",6.87869555198733,1.15958246728054,1,"#e41a1c"
"32",7.68672492328113,1.34728855407411,1,"#e41a1c"
"33",6.09674653822945,1.75726635340773,1,"#e41a1c"
"34",16.1362865608993,0.0975449649493846,1,"#e41a1c"
"35",6.57731383264843,1.49668135303963,1,"#e41a1c"
"36",7.27352984832524,0.416306320090894,1,"#e41a1c"
"37",13.2376988371411,0.0193312670364975,1,"#e41a1c"
"38",14.6410874380522,0.29197019697212,1,"#e41a1c"
"39",8.01217033768716,0.555179259855339,1,"#e41a1c"
"40",8.12378955068271,1.22156588127827,1,"#e41a1c"
"41",8.6187990229289,0.193028739525966,1,"#e41a1c"
"42",7.35822776641005,0.668913610638657,1,"#e41a1c"
"43",17.3371749501386,0.40778011105595,1,"#e41a1c"
"44",15.6836355466724,0.274955296430031,1,"#e41a1c"
"45",7.31813334842702,0.400097299937026,1,"#e41a1c"
"46",8.59418412106564,0.535707173284402,1,"#e41a1c"
"47",10.1456121228224,0.348838340906284,1,"#e41a1c"
"48",6.61446223528888,0.358879328439628,1,"#e41a1c"
"49",7.48805981703449,0.84306885551256,1,"#e41a1c"
"50",9.4586845880665,0.700876041033009,1,"#e41a1c"
"51",9.69607296994969,0.396347601960834,1,"#e41a1c"
"52",11.9078983718537,0.526690235441915,1,"#e41a1c"
"53",7.54983893132154,0.210412477092789,1,"#e41a1c"
"54",10.3079590268419,0.289511262920526,1,"#e41a1c"
"55",6.06877936776866,1.09400713314556,1,"#e41a1c"
