"","time","density","group","colour"
"364",10.22389933897,0.00594082574278319,1,"#e41a1c"
"365",10.254502900755,0.00634744675349678,1,"#e41a1c"
"366",10.28510646254,0.00676712003838888,1,"#e41a1c"
"367",10.315710024325,0.00719595461756455,1,"#e41a1c"
"368",10.34631358611,0.00763175464237662,1,"#e41a1c"
"369",10.376917147895,0.00807225372243643,1,"#e41a1c"
"370",10.40752070968,0.00851394027384172,1,"#e41a1c"
"371",10.438124271465,0.00895244605195955,1,"#e41a1c"
"372",10.46872783325,0.00938515055880758,1,"#e41a1c"
"373",10.499331395035,0.00980942124982857,1,"#e41a1c"
"374",10.5299349568201,0.0102208321579539,1,"#e41a1c"
"375",10.5605385186051,0.0106123665288916,1,"#e41a1c"
"376",10.5911420803901,0.0109844702759571,1,"#e41a1c"
"377",10.6217456421751,0.011334653017743,1,"#e41a1c"
"378",10.6523492039601,0.0116604834453844,1,"#e41a1c"
"379",10.6829527657451,0.0119525496988158,1,"#e41a1c"
"380",10.7135563275301,0.0122093828044348,1,"#e41a1c"
"381",10.7441598893151,0.0124331862017251,1,"#e41a1c"
"382",10.7747634511002,0.0126223475956117,1,"#e41a1c"
"383",10.8053670128852,0.0127753837665435,1,"#e41a1c"
"384",10.8359705746702,0.0128774635811274,1,"#e41a1c"
"385",10.8665741364552,0.0129393250956462,1,"#e41a1c"
"386",10.8971776982402,0.0129616604263984,1,"#e41a1c"
"387",10.9277812600252,0.0129442768646817,1,"#e41a1c"
"388",10.9583848218102,0.0128837001570425,1,"#e41a1c"
"389",10.9889883835952,0.0127730652259272,1,"#e41a1c"
"390",11.0195919453802,0.01262462797572,1,"#e41a1c"
"391",11.0501955071653,0.0124395275957824,1,"#e41a1c"
"392",11.0807990689503,0.0122190447843597,1,"#e41a1c"
"393",11.1114026307353,0.0119583829289128,1,"#e41a1c"
"394",11.1420061925203,0.0116621641843093,1,"#e41a1c"
"395",11.1726097543053,0.0113381170043708,1,"#e41a1c"
"396",11.2032133160903,0.0109884474162441,1,"#e41a1c"
"397",11.2338168778753,0.0106154374337316,1,"#e41a1c"
"398",11.2644204396603,0.0102164173158424,1,"#e41a1c"
"399",11.2950240014453,0.00980087087050716,1,"#e41a1c"
"400",11.3256275632304,0.00937234160112479,1,"#e41a1c"
"401",11.3562311250154,0.00893334496033792,1,"#e41a1c"
"402",11.3868346868004,0.008486143109314,1,"#e41a1c"
"403",11.4174382485854,0.0080339184739884,1,"#e41a1c"
"404",11.4480418103704,0.00758128699597702,1,"#e41a1c"
"405",11.4786453721554,0.00713041081014853,1,"#e41a1c"
"406",11.5092489339404,0.00668337671548003,1,"#e41a1c"
"407",11.5398524957254,0.00624384808699768,1,"#e41a1c"
"408",11.5704560575104,0.00581518226284109,1,"#e41a1c"
"409",11.6010596192955,0.00539759012956446,1,"#e41a1c"
"410",11.6316631810805,0.00499239539326781,1,"#e41a1c"
"411",11.6622667428655,0.00460082129072546,1,"#e41a1c"
"412",11.6928703046505,0.004228829229949,1,"#e41a1c"
"413",11.7234738664355,0.0038743734494063,1,"#e41a1c"
"414",11.7540774282205,0.00353681483944603,1,"#e41a1c"
"415",11.7846809900055,0.00321656165144444,1,"#e41a1c"
"416",11.8152845517905,0.00291465856991032,1,"#e41a1c"
"417",11.8458881135755,0.00263643831017693,1,"#e41a1c"
"418",11.8764916753606,0.00237588919706742,1,"#e41a1c"
