"","Cell","Mutation","MOI","dataSet","COMB_maximum_x","COMB_maximum_y","COMB_midPoint1_x","COMB_midPoint1_y","COMB_midPoint2_x","COMB_midPoint2_y","COMB_slope1","COMB_slope2","COMB_finalAsymptoteIntensity","COMB_incrementTime","COMB_startPoint_x","COMB_startPoint_y","COMB_reachMaximum_x","COMB_reachMaximum_y","COMB_decrementTime","COMB_startDeclinePoint_x","COMB_startDeclinePoint_y","COMB_endDeclinePoint_x","COMB_endDeclinePoint_y","Dirt","Dried_wells","Out_of_focus","Multiple_infections","DDOM","decision_bio","dataSet_bio","decision"
"1","75","WT","50","SCV038",NA,1.1859877785686,10.8247078529072,0.592993889284301,NA,NA,0.0958656662093393,NA,NA,12.3713507188151,4.63903249349966,0,17.0103832123148,1.1859877785686,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"2","172","WT","50","SCV038",NA,0.733093010461249,14.7735496498002,0.366546505230624,NA,NA,0.154170737694428,NA,NA,4.75507234008484,12.3960134797578,0,17.1510858198427,0.733093010461249,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"3","208","WT","50","SCV038",NA,1.02106750270185,10.0415664221651,0.510533751350925,NA,NA,0.178300239290127,NA,NA,5.72667488707285,7.17822897862868,0,12.9049038657015,1.02106750270185,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"4","435","WT","50","SCV038",NA,1.76847024670481,9.3774257334781,0.884235123352403,NA,NA,0.20417319162768,NA,NA,8.6616182693059,5.04661659882515,0,13.7082348681311,1.76847024670481,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"5","446","WT","50","SCV038",NA,1.85311784694156,10.19649869967,0.92655892347078,NA,NA,0.31716574394361,NA,NA,5.84274273728322,7.27512733102834,0,13.1178700683116,1.85311784694156,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"6","508","WT","50","SCV038",NA,1.78480351685573,10.7270372438473,0.892401758427864,NA,NA,0.615227672485129,NA,NA,2.90104557495968,9.27651445636748,0,12.1775600313272,1.78480351685573,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"7","524","WT","50","SCV038",NA,1.11939585482776,8.45749278028832,0.559697927413882,NA,NA,0.273641454585875,NA,NA,4.09073930893198,6.41212312582233,0,10.5028624347543,1.11939585482776,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"8","528","WT","50","SCV038",NA,1.21954022221717,13.7938567615996,0.609770111108583,NA,NA,0.164283087891711,NA,NA,7.4234069852707,10.0821532689642,0,17.505560254235,1.21954022221717,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"9","633","WT","50","SCV038",NA,1.66353256781063,11.4085398171895,0.831766283905313,NA,NA,0.350653406170469,NA,NA,4.74409356514822,9.03649303461542,0,13.7805865997636,1.66353256781063,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"10","646","WT","50","SCV038",NA,0.852458950807385,12.1441534549034,0.426229475403692,NA,NA,0.141657530186938,NA,NA,6.01774540105589,9.13528075437546,0,15.1530261554314,0.852458950807385,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"11","682","WT","50","SCV038",NA,2.05499578259014,8.39683488745954,1.02749789129507,NA,NA,0.618226872800992,NA,NA,3.32401562112561,6.73482707689673,0,10.0588426980223,2.05499578259014,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"12","694","WT","50","SCV038",NA,0.318793795407871,10.8601974147141,0.159396897703935,NA,NA,0.119500765958404,NA,NA,2.66771340627922,9.52634071157451,0,12.1940541178537,0.318793795407871,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"13","704","WT","50","SCV038",NA,2.52136440313565,7.68672492328113,1.26068220156782,NA,NA,1.34728855407411,NA,NA,1.87143607470813,6.75100688592706,0,8.6224429606352,2.52136440313565,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"14","729","WT","50","SCV038",NA,1.35279445861108,6.09674653822945,0.676397229305542,NA,NA,1.75726635340773,NA,NA,0.769828919780838,5.71183207833903,0,6.48166099811987,1.35279445861108,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"15","767","WT","50","SCV038",NA,0.285198560795731,13.2376988371411,0.142599280397865,NA,NA,0.0193312670364975,NA,NA,14.7532264831516,5.86108559556533,0,20.614312078717,0.285198560795731,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"16","778","WT","50","SCV038",NA,0.985677265724991,14.6410874380522,0.492838632862495,NA,NA,0.29197019697212,NA,NA,3.37595164145851,12.953111617323,0,16.3290632587815,0.985677265724991,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"17","819","WT","50","SCV038",NA,0.906573585700014,8.6187990229289,0.453286792850007,NA,NA,0.193028739525966,NA,NA,4.69657310059811,6.27051247262985,0,10.967085573228,0.906573585700014,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"18","828","WT","50","SCV038",NA,0.946772874195286,7.35822776641005,0.473386437097643,NA,NA,0.668913610638657,NA,NA,1.4153888620854,6.65053333536735,0,8.06592219745275,0.946772874195286,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"19","829","WT","50","SCV038",NA,0.577135448927691,17.3371749501386,0.288567724463846,NA,NA,0.40778011105595,NA,NA,1.41531044128953,16.6295197294939,0,18.0448301707834,0.577135448927691,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
"20","890","WT","50","SCV038",NA,1.33196235666202,10.1456121228224,0.665981178331012,NA,NA,0.348838340906284,NA,NA,3.81827970286058,8.23647227139207,0,12.0547519742526,1.33196235666202,NA,NA,NA,NA,NA,0,0,0,0,0,"infection","WT_50","sigmoidal"
